read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
151a6212-df7e-46e9-aa82-eef4aacd2d51	HDR	-	4	7569	8	7519	109	163	7402	7281	0.983653	0.948788	12806	0.980787
f5dc5695-fc77-4cb1-8450-d9f573d9ba0b	HDR	-	15	7569	3	7490	97	164	7390	7252	0.981326	0.94785	12694	0.981929
0283753c-3686-472d-8398-d93d9bfdfc19	HDR	+	1	7569	29	7536	80	141	7427	7322	0.985862	0.957374	13162	0.983709
c41f46e7-2fc7-4c13-934a-2056a6f8f948	HDR	-	1	7569	14	7547	123	158	7410	7279	0.982321	0.946431	12700	0.979123
e8dc1e53-c173-40f2-bf91-d633d0b88dd1	HDR	+	1	7569	27	7548	107	154	7414	7268	0.980308	0.946971	12658	0.980428
151ec5f3-3e72-4bb7-9fd9-cb54653b8057	HDR	+	1	7560	28	7538	109	158	7401	7280	0.983651	0.9494	12786	0.981825
f3d58814-9076-4197-a289-5d73676cf3ce	HDR	+	1	7569	29	7576	122	143	7425	7310	0.984512	0.950585	12914	0.981105
a73614f5-193d-482a-9ac3-dc0dfb2f084e	HDR	+	1	7569	26	7531	83	146	7422	7263	0.978577	0.949288	12784	0.983698
72767623-e6d3-4a7c-abbc-fcbd421eeefd	HDR	-	4	7569	14	7527	89	141	7424	7300	0.983297	0.95375	13004	0.983051
51fd6ab3-bff1-4f51-84b6-1518a2efe1ed	HDR	+	1	7569	27	7569	107	133	7435	7302	0.982112	0.951401	12896	0.982426
41e1bc3f-ceb0-45a2-968f-2fcfcdc77ab1	HDR	-	1	7569	12	7546	118	152	7416	7300	0.984358	0.949779	12864	0.979915
877e0895-0376-49bd-8684-6a350539455e	HDR	-	1	7569	12	7521	105	164	7404	7266	0.981361	0.946957	12678	0.980922
923598ef-96fa-4c46-97b1-224aa345b0ce	HDR	-	1	7569	15	7522	88	149	7419	7277	0.98086	0.950496	12840	0.983431
f81aa087-5f8a-4b6a-83d0-03ee83139985	HDR	+	3	7559	30	7564	102	124	7432	7319	0.984795	0.955733	13118	0.982549
957eca99-ca76-469d-ad88-e7cf6b287d2e	HDR	+	1	7562	27	7546	94	136	7425	7327	0.986801	0.957152	13138	0.981234
9b5041b7-7a53-4c2a-b4b7-67fd6eb70eb2	HDR	+	1	7569	28	7572	102	126	7442	7303	0.981322	0.952151	12930	0.983351
10dba693-7d71-4e9b-a0ff-6e5c55c052f2	HDR	-	1	7569	14	7509	87	160	7408	7290	0.984071	0.952319	12926	0.982754
9d9fc6f4-211a-4910-a23a-5322da7ad903	HDR	-	1	7569	15	7519	93	157	7411	7301	0.985157	0.953009	13030	0.98198
daf10b12-156c-4e4b-a344-a2b2edbb04d7	HDR	+	1	7569	27	7536	95	154	7414	7273	0.980982	0.949106	12752	0.982507
1a29b590-dce2-4088-aa00-fa529224fc25	HDR	+	1	7563	29	7503	90	178	7384	7252	0.982123	0.947726	12668	0.981654
b43cdd85-96c6-4f99-a941-3ad65fc2b95d	HDR	-	7	7569	22	7492	76	168	7394	7267	0.982824	0.951427	12890	0.983375
84e77b07-aacb-4bb4-91d6-140a49c3800a	HDR	-	1	7569	7530	15037	81	142	7426	7302	0.983302	0.954635	13038	0.981237
98d7d5eb-2543-42d5-9a08-64cc415e16a9	HDR	+	1	7559	30	7512	102	178	7380	7253	0.982791	0.946867	12678	0.982428
d459e077-73e1-45a7-810e-04fa3fc95aab	HDR	-	1	7564	14	7530	104	151	7412	7290	0.98354	0.950828	12886	0.980553
da4e277d-61e0-4048-ab10-c099d0d0bc2f	HDR	+	1	7569	27	7562	121	154	7414	7277	0.981521	0.946417	12704	0.979651
06f32c8b-c5e8-43a5-b074-029a58afb724	HDR	+	1	7553	27	7525	65	119	7433	7306	0.982914	0.95917	13148	0.987249
71f4da66-746d-42f1-baf3-c99a97df2559	HDR	+	1	7569	28	7561	101	136	7432	7295	0.981566	0.951232	12908	0.98203
419fa9d8-c026-4920-822a-b6159bd4f828	HDR	+	1	7569	28	7544	78	130	7438	7346	0.987631	0.960764	13324	0.983993
19a5009a-d01e-4ca1-aa5c-0949d1080052	HDR	+	1	7569	27	7514	69	150	7418	7306	0.984902	0.956658	13078	0.985257
ca7b74fe-035f-4a14-9faa-d0f19911c15c	HDR	+	1	7569	29	7553	93	137	7431	7284	0.980218	0.95079	12844	0.982027
fa0dd411-11c9-45cb-8513-dd942203c1a3	HDR	+	1	7569	25	7548	96	141	7427	7302	0.983169	0.952766	12962	0.982407
77ccd8ef-d99d-4e2a-a5fc-4792e3158a13	HDR	-	9	7567	23	7543	85	123	7435	7304	0.982381	0.955646	13084	0.982426
58bd3ed6-69f0-4dfe-9da3-7e7ea11f1bdc	HDR	+	1	7569	27	7519	88	164	7404	7271	0.982037	0.949713	12798	0.982875
e05fd6d6-f3ed-4246-b605-4651ec0c0bc2	HDR	-	7	7567	17	7519	113	171	7389	7260	0.982542	0.946175	12640	0.978935
d8f3119c-22e8-4871-ade3-3661e6f1815d	HDR	+	1	7559	31	7562	114	141	7417	7284	0.982068	0.949426	12846	0.980825
6225e01b-deab-4991-8bdc-4fe610788256	HDR	+	1	7569	32	7529	92	163	7405	7272	0.982039	0.949347	12774	0.981705
36aea401-f508-4cd6-a5b0-5eba439717fe	HDR	+	1	7559	29	7529	115	173	7385	7241	0.980501	0.943699	12578	0.980874
2b1813a7-3cfb-4c2c-ae81-ba1d890f7287	HDR	+	1	7569	28	7536	77	137	7431	7294	0.981564	0.954088	12980	0.984499
bea976f2-01c4-474f-b34f-c7b5d8104d3f	HDR	+	1	7559	28	7517	103	172	7386	7234	0.979421	0.944263	12578	0.982573
51fecbd1-93b0-4dd9-9583-ad30a5359b73	HDR	+	1	7569	27	7564	107	138	7430	7299	0.982369	0.95101	12928	0.981765
a341d246-ce24-412e-81ba-9f13005b9bd1	HDR	-	1	7569	14	7517	92	157	7411	7293	0.984078	0.952089	12952	0.98237
26a90409-ffe0-4f53-8a2b-9ba9535116e1	HDR	-	1	7568	15	7521	84	145	7422	7289	0.98208	0.952686	12936	0.983177
7f8581a7-2f2b-4fa1-bc88-c08e69be2e63	HDR	-	1	7569	15	7522	105	166	7402	7265	0.981492	0.946827	12716	0.980268
cc6b207f-8ee9-4325-b9fd-e24f719b74c1	HDR	+	1	7559	29	7593	110	104	7454	7353	0.98645	0.95892	13278	0.984937
81854653-6b6b-4429-b598-1bfe201d20cb	HDR	+	1	7569	29	7556	101	142	7426	7298	0.982763	0.951623	12874	0.981237
24058f36-3749-4fd3-8119-f42b810aa45b	HDR	+	1	7569	28	7558	109	147	7421	7288	0.982078	0.949329	12804	0.980576
c653bcd8-6854-426a-b007-5cffadd69045	HDR	-	1	7569	15	7542	99	140	7428	7306	0.983576	0.952915	12974	0.981501
4c0db16a-7252-4cc2-bf35-ccfdbafb8635	HDR	+	1	7555	28	7535	108	155	7399	7281	0.984052	0.950274	12860	0.981821
0696cee9-b593-433b-8046-38341fc4b305	HDR	+	1	7569	28	7514	98	180	7388	7236	0.979426	0.943908	12508	0.981272
e05ac9cb-78a2-49c1-bb7d-7cc918cb2113	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0ed03dc5-847f-42fe-9138-489f3722bcd9	HDR	+	1	7559	28	7531	89	144	7414	7316	0.986782	0.956715	13146	0.984464
8bef50e2-7e92-4f1f-a2f2-06558a154fe8	HDR	+	1	7566	30	7532	75	138	7427	7286	0.981015	0.953665	12946	0.983709
502b6891-27e2-423f-840f-dcaf6d040bdc	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9bb6fbbe-7c3c-400a-9aff-aff8619cbf71	HDR	-	1	7569	13	7508	93	166	7402	7241	0.978249	0.945177	12600	0.982088
1bc0e283-71e9-49bb-a8e4-9a95b10b4eb3	HDR	-	1	7569	11	7541	115	153	7415	7277	0.981389	0.947156	12678	0.979783
e0193c6d-656c-4ea8-be17-65a600487a3b	HDR	+	1	7569	29	7510	77	164	7404	7276	0.982712	0.951733	12870	0.98392
ff854b11-3238-4741-9842-e6a69daa6bc3	HDR	-	1	7569	14	7511	95	166	7402	7262	0.981086	0.947671	12710	0.981698
6b417f9b-fc22-4a4c-a098-8ede8b3b6e6e	HDR	+	1	7569	27	7515	96	176	7392	7247	0.980384	0.94559	12610	0.982065
a801838d-932c-442b-901a-c134799097f0	HDR	-	1	7569	7504	14986	99	185	7383	7253	0.982392	0.946002	12646	0.975555
90f66c0a-2ae8-4010-9bd7-9cf0338c0ece	HDR	-	11	7569	0	7485	99	172	7386	7277	0.985242	0.950372	12844	0.983096
f521bb4b-b50c-460b-b564-ac30be802205	HDR	+	1	7569	28	7574	148	170	7398	7269	0.982563	0.942068	12542	0.977537
304aa09d-e59e-4c26-b9d0-3f010fae69ec	HDR	+	1	7569	28	7609	106	93	7475	7384	0.987826	0.96221	13490	0.987711
5caa6e06-c6c5-40a0-bf83-6ceffe77166b	HDR	-	6	7569	19	7499	91	174	7389	7266	0.983354	0.949308	12822	0.981536
98869da6-44eb-4d0d-aaf7-470964e246f2	HDR	-	1	7567	15	7560	102	123	7443	7300	0.980787	0.952008	13002	0.983483
fb912e21-28c6-4a85-9812-e61364df2616	HDR	+	1	7569	30	7581	117	134	7434	7293	0.981033	0.948992	12820	0.982294
f587aa8e-33e7-4ac5-a524-6e63de653269	HDR	+	1	7569	26	7528	108	174	7394	7249	0.980389	0.944372	12610	0.980637
32a32542-6be7-4747-b507-218c7645b97c	HDR	-	1	7567	12	7524	87	141	7425	7309	0.984377	0.95505	13062	0.983053
477edf89-3076-48d9-8a12-4b2d843fe2ec	HDR	+	1	7569	27	7547	111	159	7409	7265	0.980564	0.946087	12674	0.980026
b91ab8d3-5045-4bab-9a03-97debb48280b	HDR	-	1	7569	12	7527	82	135	7433	7332	0.986412	0.958431	13218	0.984373
042a6cd0-5b8d-4aca-9c67-d19a1495de86	HDR	+	4	7569	28	7556	93	130	7435	7315	0.98386	0.95521	13060	0.982426
44c06996-58dd-4b33-9e46-852359f5672c	HDR	-	6926	7569	4	643	5	9	634	629	0.992114	0.970679	1162	0.944858
e6c734c0-0c79-4041-b8ee-fe7b37ac4831	HDR	-	1	7569	12	7489	86	177	7391	7262	0.982546	0.948785	12730	0.983369
0a3a535e-6eeb-4157-985b-3ff88a562785	HDR	+	1	7569	28	7549	92	139	7429	7306	0.983443	0.953786	13038	0.982282
6b26a450-40d9-4375-b799-a7555152c385	HDR	+	6	7569	28	7577	103	117	7446	7341	0.985898	0.957605	13158	0.98388
0233fada-a575-4081-95a4-e06c7ac228e8	HDR	+	1	7569	28	7557	118	157	7411	7275	0.981649	0.946526	12728	0.979255
0758902c-4f30-4af0-a88b-ff67a39e25f1	HDR	-	1	7569	14	7533	101	150	7418	7283	0.981801	0.949668	12840	0.981217
892df9de-d06f-42f8-90b1-1e2bc01fcc5f	HDR	+	1	7569	27	7583	126	138	7430	7294	0.981696	0.948011	12748	0.981765
ba2f629e-2b2f-4994-b980-5d0b47bd0cc5	HDR	+	1	7569	29	7525	84	156	7412	7312	0.986508	0.955567	13064	0.982894
8c9ad7a9-84b9-421f-88f4-31484ed94461	HDR	+	1	7569	24	7432	96	256	7312	7183	0.982358	0.937239	12314	0.982136
9b7de1c5-c758-4d21-bd7e-27c9fdf42e28	HDR	+	1	7569	28	7536	97	157	7411	7293	0.984078	0.951468	12942	0.981459
c653aa7e-fa1d-48d3-8755-a921729cf295	HDR	-	11	7569	0	7523	95	130	7428	7306	0.983576	0.954658	13062	0.983711
1897c920-37c3-4d5c-a6fd-f74ab5ed18dd	HDR	+	1	7569	26	7534	97	157	7411	7275	0.981649	0.949119	12766	0.981849
08bbe9d4-b15c-4459-8f79-563fb5f8fa4e	HDR	+	1	7558	26	7550	103	136	7421	7279	0.980865	0.950261	12864	0.982784
6e00f531-3fc7-4dcc-aae8-e58ca2212ea7	HDR	-	1	7569	14	7538	104	148	7420	7249	0.976954	0.944864	12650	0.980703
4a968867-b492-417b-827f-b9744cbbd3bc	HDR	-	14	7569	22	7513	106	170	7385	7269	0.984293	0.948832	12794	0.979443
c5d4d512-877f-45d6-b6f7-2d8190561ca2	HDR	+	1	7569	27	7554	94	135	7433	7308	0.983183	0.953798	13094	0.982162
2751f171-f9e5-4ba5-98c9-630ec1a12795	HDR	-	1	7569	14	7520	89	151	7417	7287	0.982473	0.951678	12866	0.982775
8b5e965b-0d6a-4488-a657-fd02325ac1b1	HDR	+	1	7569	27	7588	112	119	7449	7346	0.986173	0.95651	13158	0.984276
f03bb682-ac2b-47bb-827b-a0346fdd4f18	HDR	-	1	7569	12	7535	92	137	7431	7330	0.986408	0.956919	13126	0.982807
f1393e61-0257-4e12-a89a-94de7a421c7e	HDR	+	1	7569	25	7541	108	160	7408	7283	0.983126	0.948801	12766	0.979894
fd5fab0f-9474-4598-83c7-2e6d693fb9c9	HDR	+	6	7569	32	7541	117	171	7392	7256	0.981602	0.944792	12620	0.978166
d8bc72c0-83a2-4413-a61a-2da335f1a2ac	HDR	+	1	7569	28	7506	87	177	7391	7265	0.982952	0.949053	12778	0.982846
0f086c91-5aff-40f9-8d4d-e43a5ef6987a	HDR	+	1	7559	22	7530	103	153	7405	7282	0.98339	0.950529	12840	0.9834
af76b468-b40b-4106-9688-4afcc56f9618	HDR	-	1	7569	16	7503	78	159	7409	7282	0.982859	0.952393	12966	0.97899
311346e5-8bd0-46f8-b10e-8b0ac900ab15	HDR	-	7267	7569	0	293	1	10	292	291	0.996575	0.960396	528	0.909657
1d84683d-c9bb-4c01-81fe-ad71ffa87670	HDR	+	1	7569	30	7564	101	135	7433	7273	0.978474	0.948364	12786	0.982162
e774a04b-9cbe-4873-8d76-ab99e60c68a4	HDR	-	7357	7569	2	210	0	4	208	208	1	0.981132	396	0.877637
0cf42d93-a231-496c-8e02-62a5126092f0	HDR	+	1	7569	32	7510	93	183	7385	7220	0.977657	0.942436	12452	0.981395
aef4a97b-08c9-4664-82d3-779ddd17866c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4c207106-c9b4-4fba-87e8-0d33eb03bb40	HDR	-	5487	7569	14	2087	37	46	2036	2003	0.983792	0.945257	3464	0.963559
f0dae5a8-faf4-4714-a73a-8ed1ea3d5138	HDR	-	1	7569	12	7544	118	154	7414	7285	0.982601	0.947827	12778	0.979651
02daf538-6d82-4b47-a463-1d4191bcb96d	HDR	+	1	7559	27	7503	85	167	7391	7243	0.979976	0.947665	12678	0.985073
4bc35b8c-7352-4ec2-95fb-ca1853afa155	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7cbe2248-fa6f-41b5-821d-17783be3fde3	HDR	-	1	7569	15	7515	78	146	7422	7319	0.986122	0.957233	13122	0.983828
f96c15cc-d6a4-4ed7-af2f-7994afe557a0	HDR	+	1	361	27	388	5	4	356	353	0.991573	0.967123	652	0.89899
07e1e284-0689-4e71-ae0d-008fb566d3e8	HDR	+	1	999	28	999	2	29	969	948	0.978328	0.948	1682	0.967066
3dccc789-fd0a-49ea-a207-7b9e0ef0aeb4	HDR	-	15	7569	3	7532	107	132	7422	7296	0.983023	0.952356	12954	0.981876
7608037f-ecec-4efc-942d-2e52e87795f5	HDR	-	5906	7567	0	1653	18	26	1635	1602	0.979816	0.954139	2848	0.974955
5f02d22d-7c42-42cd-8008-994e7cb0ee02	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
58af019a-4b44-4b5c-9ab8-01ce64a6b81b	HDR	+	1	2090	27	2107	22	31	2058	2041	0.99174	0.96684	3744	0.974893
eaac2de6-5fb4-4da1-953c-c9ce9c113e47	HDR	+	1	7569	28	7550	102	148	7420	7276	0.980593	0.948631	12740	0.980962
830c2956-e373-48c6-83b2-3fb807dcd80f	HDR	+	1	7569	25	7545	90	138	7430	7303	0.982907	0.953643	13002	0.982934
0551a02c-2d44-4e34-ad3a-c1c1755d726d	HDR	-	7286	7569	0	280	4	7	276	274	0.992754	0.954704	486	0.899023
3fb981b5-da23-498a-b46f-6ead692ac491	HDR	+	1	7569	28	7525	85	156	7412	7279	0.982056	0.95113	12860	0.983154
42f5dde1-24a2-43f7-b693-3c49a3641596	HDR	-	7361	7569	0	204	0	4	204	204	1	0.980769	388	0.87931
2e369685-c7e0-4407-91a3-1a5bdc25e336	HDR	-	7325	7569	0	245	2	1	243	241	0.99177	0.979675	460	0.893382
fedbb597-3eac-4aff-bb42-40a19d080add	HDR	-	1	7569	12	7517	83	146	7422	7302	0.983832	0.954385	13026	0.983959
7fea2940-3768-49b4-9bef-a414687f670c	HDR	-	6926	7569	3	640	10	16	627	617	0.984051	0.94487	1062	0.94003
67212c61-8cda-45c6-b0c0-0d157d6401e0	HDR	+	1	7569	29	7529	95	163	7405	7270	0.981769	0.948715	12764	0.981705
716e5a6c-55a8-47c6-aa6f-982870e14b57	HDR	+	1	7569	27	7564	88	119	7449	7331	0.984159	0.95755	13212	0.984276
846f2c3e-0aea-42e9-9c6e-d349c352c504	HDR	+	2	7569	28	7521	82	156	7411	7299	0.984887	0.954242	13070	0.983543
e9cdbde2-a7f9-45ba-80fa-b74d1cbc6c6f	HDR	-	1	7569	15	7528	93	148	7420	7304	0.984367	0.9534	12978	0.982001
382fc704-ff6d-4ed7-b22b-6999e7b05f6d	HDR	+	1	7569	26	7515	65	144	7424	7329	0.987204	0.960173	13296	0.985923
cc630bb1-68d2-4cd0-9186-999161f9fe65	HDR	+	3	7569	30	7588	107	115	7451	7332	0.984029	0.955558	13088	0.98454
18ee3b53-accf-4971-ba16-084049ac55c5	HDR	-	1	7569	15	7496	103	190	7378	7251	0.982787	0.945248	12596	0.980595
204b5091-0856-4d19-ac3a-e9f01dbb3eba	HDR	+	1	7560	27	7528	89	147	7412	7264	0.980032	0.949791	12760	0.984591
6c007ad1-88fd-46f4-800c-5568cbdab467	HDR	-	11	7569	0	7489	66	135	7423	7337	0.988414	0.962356	13364	0.987495
17c7f94e-5436-4d26-9119-5f210a607c0e	HDR	-	11	7569	0	7512	104	150	7408	7269	0.981237	0.948708	12770	0.982624
a9e4ed2d-d1fb-40bf-b5b2-d27ea64f9e20	HDR	+	1	7569	27	7516	88	167	7401	7263	0.981354	0.948668	12800	0.98313
376a124e-168d-4559-a48f-bdbe688a20c8	HDR	+	1	7569	28	7509	78	165	7403	7300	0.986087	0.954748	13022	0.983918
b9d2c412-65ea-40f4-b17b-d267d5b2f993	HDR	+	1	7569	29	7563	107	141	7427	7281	0.980342	0.948664	12806	0.981369
b6236e31-157b-4723-b7fb-fa0913494258	HDR	+	1	7559	29	7533	75	129	7429	7331	0.986808	0.960435	13318	0.986194
0f25c1f0-e4dd-40b4-adf0-2cd1fbd70a19	HDR	-	11	7569	0	7467	80	171	7387	7251	0.981589	0.949332	12756	0.985722
9b0764d3-a13c-4405-b1b3-5ca3556ca78c	HDR	-	1	7569	12	7488	85	177	7391	7281	0.985117	0.951392	12906	0.9835
d8f3c9a5-61f7-4c5e-a627-ccff96f579a5	HDR	+	6	7569	32	7548	94	141	7422	7316	0.985718	0.955466	13094	0.981486
f7e9788c-1e65-44be-847a-6ff1d7cabc80	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5c55cec4-1ec1-40b2-b45b-fd1127df601e	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8a489e6a-2583-4f57-a634-1491956c962c	HDR	+	1	7569	30	7577	81	102	7466	7362	0.98607	0.962479	13390	0.986522
5917ea60-d0eb-4020-9506-b12e9f6db961	HDR	+	1	7569	28	7559	109	146	7422	7293	0.982619	0.94998	12876	0.980708
e2a11bb0-8346-497e-893b-e82f9428bb09	HDR	+	1	7569	30	7549	93	142	7426	7280	0.980339	0.950268	12850	0.981885
c2e1be80-6bfe-4393-8c75-6cf0cd51f2d3	HDR	+	1	7569	28	7513	93	176	7392	7258	0.981872	0.947396	12706	0.981934
