read_id	target	strand	count	score_prefix	score_suffix	log_p	offset	ticks	mod	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
01600e90-7d6b-4990-b846-f95c91de751d	HTT	-	25	7.1971791475432	6.03763128621689	-4252.24511385093	23463	650	-	Targeting	-	1	3188	15	3069	69	202	2985	2921	0.978559	0.897113	4707	0.964147
01731e8d-6546-4989-9f76-bdbbaea71d95	HTT	+	28	6.08834587369311	6.30182870189299	-4867.54048585399	6326	699	-	Targeting	+	1	3188	27	2997	57	274	2913	2824	0.969447	0.87053	4200	0.968096
01c66353-c776-4aac-9d31-ff2a422652e8	HTT	+	30	6.13540944624153	6.4717250367764	-4692.44273305121	5934	756	-	Targeting	+	1	3188	30	3076	82	223	2964	2888	0.974359	0.883451	4438	0.959845
01e0fc54-9a2a-4028-ab65-730ff234e0f3	HTT	+	27	7.37852267755158	6.93560591987942	-4108.03812698844	5734	635	-	Targeting	+	14	3188	41	3030	47	232	2942	2867	0.974507	0.890096	4603	0.967127
01e47b6f-8239-498e-9c63-c7c45bb99187	HTT	+	25	6.51635386116836	6.22588317761384	-4876.36665295684	6491	772	-	Targeting	+	1	3176	29	3026	72	250	2925	2849	0.974017	0.877425	4347	0.966303
01efdd79-503f-4b3e-948c-30333f218f18	HTT	+	26	7.16003328078976	7.11775603200329	-4108.10261808785	5794	637	-	Targeting	+	1	3188	29	3030	45	231	2956	2907	0.983424	0.899443	4749	0.971091
027ab1b0-689b-473c-95d1-ecf4f7268b90	HTT	-	26	6.49467414636581	6.28709459725725	-4751.09170254798	26874	683	-	Targeting	-	1	3180	14	2991	43	245	2934	2848	0.970688	0.883923	4442	0.971523
028221dc-3492-4aa4-8b38-a3abd491a9a9	HTT	-	21	6.46166452474805	7.13646222676949	-4600.06392783476	27043	694	-	Targeting	-	1	3188	23	3078	72	204	2983	2905	0.973852	0.891378	4655	0.93599
02cd027c-e639-49f3-a735-ba3117cdcd7d	HTT	-	27	6.95186734772808	7.05491862673241	-4532.53422678948	24409	699	-	Targeting	-	1	3188	15	3033	59	228	2959	2890	0.976681	0.890327	4537	0.966678
030f614f-b81c-4ce2-979b-339f1853289e	HTT	+	26	6.96750349339431	6.80942463743094	-4172.81477189073	5660	765	-	Targeting	+	1	3164	28	3024	89	256	2907	2770	0.952872	0.851784	3860	0.957195
031e4975-7999-4839-853b-7d5455c0e61b	HTT	-	27	6.141048412968	6.64614523404812	-5473.22855423646	29958	922	-	Targeting	-	1	3188	12	3048	82	233	2954	2863	0.969194	0.875803	4304	0.960026
032d150c-d41a-4457-bc0b-c188227cd2d0	HTT	+	26	6.13694518244649	7.10666528239203	-4585.61853721987	5760	671	-	Targeting	+	1	3188	28	3083	94	226	2961	2867	0.968254	0.873819	4268	0.956704
0361f70b-5630-4434-8e75-c89751b96986	HTT	+	28	6.34775261726116	6.27421811995968	-4507.91251257667	6013	497	-	Targeting	+	36	3181	65	3039	53	224	2921	2847	0.974666	0.890244	4473	0.954263
037ad523-ea70-4f98-b93a-8f3c00be4624	HTT	+	25	7.34244230002813	6.16155646374288	-4006.22631137048	5366	492	-	Targeting	+	1	3182	27	3049	69	228	2953	2865	0.9702	0.881538	4374	0.961889
037bb4e7-7399-4a3f-b514-5f7131e65926	HTT	+	27	6.22355128351615	6.01600886144441	-5155.11182155494	6068	738	-	Targeting	+	1	3188	28	3037	64	242	2945	2876	0.97657	0.884651	4490	0.96589
04254b47-f8f6-489a-bf83-592bfaa11d0a	HTT	+	26	6.42731251555242	6.54526074941157	-4047.1085881202	5456	464	-	Targeting	+	3	3188	30	3000	57	272	2913	2845	0.976656	0.877545	4348	0.96681
047dc605-f3aa-44c6-9927-346aa47b195a	HTT	+	25	6.31908379997591	6.81403596594888	-4154.98029281144	5448	392	-	Targeting	+	5	3187	30	3078	74	208	2974	2885	0.970074	0.886056	4509	0.961526
04ac5f19-d873-4489-85f0-537610ecb5b1	HTT	-	26	6.24377893518519	6.76914504618842	-4385.07949478253	16475	654	-	Targeting	-	1	2334	18	2171	33	213	2120	2065	0.974057	0.872781	3173	0.964952
0514e0ee-cdac-4e38-9bdb-3fe578091acb	HTT	+	26	6.94460499043367	6.62900686171925	-4721.90479790688	5662	701	-	Targeting	+	3	3188	31	3102	111	225	2960	2872	0.97027	0.871359	4294	0.950546
052d589d-0ee2-45a2-99fb-c65f295f1edc	HTT	+	27	6.09223923456101	6.93390887716542	-4342.47001962962	7160	680	-	Targeting	+	1	3188	28	3061	61	215	2972	2888	0.971736	0.889163	4446	0.966504
0548788b-d35f-4863-b632-a5e24db2c147	HTT	+	27	7.41292533761984	6.7216651119403	-4422.70790468612	5733	694	-	Targeting	+	1	2083	28	1943	23	190	1892	1858	0.98203	0.88266	3018	0.966292
055ecb42-46e2-4756-914b-4aac92fc952d	HTT	+	28	6.58224566492016	6.34386844758065	-4931.25923360805	6981	629	-	Targeting	+	1	3188	27	3027	45	232	2955	2861	0.96819	0.88521	4478	0.9714
0578d83c-1d11-4dbe-a17c-f9d66dbbb893	HTT	+	34	6.36086245821102	7.08523836210742	-4902.63754721175	5274	769	-	Targeting	+	12	3188	26	3062	65	205	2971	2913	0.980478	0.898797	4694	0.966179
05797c2e-d70b-4700-95e6-a1496787df71	HTT	-	25	6.2460076718653	7.19615046275344	-4749.32268729931	25007	743	-	Targeting	-	1	3188	14	3017	46	230	2957	2874	0.971931	0.888958	4499	0.9711
05908186-c138-4b14-ba2c-b74785fba834	HTT	+	25	6.80514476266952	7.4149608193972	-3720.74518861821	4759	563	-	Targeting	+	72	3059	32	2842	34	211	2776	2716	0.978386	0.89904	4463	0.976777
05fa4d67-f01e-4c77-8816-7b21a4b9112e	HTT	+	28	6.06140035705761	6.35940920106316	-4647.66022684731	5390	572	-	Targeting	+	1	3188	27	2991	49	272	2915	2842	0.974957	0.878245	4345	0.97005
0624f826-9732-4a85-8c3d-d523c3deca42	HTT	+	29	6.8243284137349	6.37566820780436	-4508.3846794496	4550	517	-	Targeting	+	1	3176	27	2973	46	275	2900	2818	0.971724	0.874884	4268	0.975118
0671228b-7208-4f29-b450-086eb33c2841	HTT	+	30	6.42992201500896	6.16339045065591	-4669.41858945719	5915	769	-	Targeting	+	1	3188	28	3037	58	236	2951	2856	0.967808	0.880123	4362	0.967858
067c6768-4f5b-43ad-ac75-568dd3db6762	HTT	-	28	6.04150780769822	6.92987323551263	-5197.27154224701	25472	769	-	Targeting	-	1	3188	15	3011	52	243	2944	2859	0.971128	0.88268	4382	0.968421
068f0e43-e8ea-41ed-9ab0-4b700e46a030	HTT	-	25	6.01785054669031	6.73961237774537	-4823.6932441415	23396	770	-	Targeting	-	1	3188	15	3019	32	215	2972	2892	0.973082	0.898416	4682	0.975386
06f059ce-c19b-46d7-bee8-fde5d95a0de6	HTT	-	25	6.03324545987112	6.15476944661031	-5100.6351186312	25662	800	-	Targeting	-	1	3184	10	2980	63	276	2907	2817	0.96904	0.867837	4135	0.966102
06ff7bcf-5b0c-4038-ba3c-3df8d9335511	HTT	+	29	6.13679652931416	6.3286689705419	-4599.03585339408	6356	623	-	Targeting	+	1	3180	33	3047	49	214	2965	2889	0.974368	0.894981	4622	0.969271
070684f6-f1dc-4f81-a819-58ef3e96e344	HTT	-	25	6.03133336509146	6.79178438026094	-4808.70583197568	26151	714	-	Targeting	-	312	3188	2	2726	34	186	2690	2644	0.9829	0.908591	4418	0.977116
071bb1f6-10c6-4cf6-a006-a4a349363336	HTT	-	24	6.80980821089311	7.20439041607577	-4545.77277729953	23508	681	-	Targeting	-	13	3188	1	2979	54	251	2924	2834	0.96922	0.877671	4326	0.973045
07437f26-8051-4c0d-8a72-6d6932293753	HTT	-	27	6.56947133497991	7.15969521498715	-4520.76707154867	23342	679	-	Targeting	-	17	3187	31	3022	36	215	2955	2858	0.967174	0.891454	4411	0.968535
0752e392-e743-44d1-b303-3a9a41673789	HTT	-	26	6.47355048966377	6.39287368992843	-4787.56797026409	24573	680	-	Targeting	-	4	3188	19	3035	51	219	2965	2907	0.980438	0.898609	4748	0.968005
076ae899-8b6c-4673-959e-d26eb7623a87	HTT	+	27	6.42168251067674	6.96752878144792	-4508.91918222587	5245	484	-	Targeting	+	6	3188	33	2966	53	302	2880	2758	0.957639	0.85255	3897	0.966119
07a8ae99-b445-4300-876a-31f3c58cac31	HTT	+	24	6.03949828734985	6.55075391133626	-4748.34372320315	6401	720	-	Targeting	+	7	3177	31	3000	40	241	2929	2877	0.982247	0.896262	4668	0.976333
07b7f06c-694e-41e8-ba14-1eabe65df035	HTT	+	25	6.23801091919698	7.81259073572835	-4638.33946891567	6266	780	-	Targeting	+	1	2006	31	1872	29	193	1812	1758	0.970199	0.864307	2701	0.961783
07b85489-58a2-4c7f-8fac-4170016453df	HTT	+	30	6.6240010935397	6.39582824707031	-4900.87404921351	4835	775	-	Targeting	+	3	3159	30	2972	74	288	2868	2762	0.96304	0.855108	3911	0.960482
07c3490e-c3ee-4cef-a5cf-1195903bfb5a	HTT	+	25	7.39859649225168	6.55515731274884	-4375.56869300859	5060	558	-	Targeting	+	1	3188	27	2996	41	259	2928	2834	0.967896	0.877943	4298	0.972757
07c78504-8c71-4c48-8852-f191bfa2803c	HTT	+	27	6.42076027000343	6.38772881591487	-4568.93272673257	6261	762	-	Targeting	+	1	3188	28	3082	71	204	2983	2898	0.971505	0.889503	4581	0.962879
07e16162-fe39-42c4-b7c1-88dc97d078d4	HTT	+	27	6.60207790798611	6.26201091064609	-4322.57206152979	4275	422	-	Targeting	+	1	3188	27	3008	51	257	2930	2830	0.96587	0.873996	4206	0.970199
08442b49-1d9a-4dda-825e-1edfafee117f	HTT	+	26	6.49656303327645	7.85945012019231	-4079.05686015799	6584	691	-	Targeting	+	1	3188	30	3085	67	199	2988	2924	0.978581	0.898586	4762	0.963871
0867e742-e0c0-4d6c-8723-40ed8e4c2f02	HTT	+	29	6.69385047055115	6.46182063570621	-5377.00587560404	5805	960	-	Targeting	+	11	3188	28	2934	42	313	2864	2793	0.975209	0.867661	4216	0.971177
086ba01c-60bb-4910-a7c9-85468ed3cad9	HTT	+	27	7.19912342236401	6.83805338541667	-4178.27507790389	5870	458	-	Targeting	+	1	3188	29	3050	48	214	2973	2901	0.975782	0.896754	4672	0.970617
08a964b1-4024-43ee-9217-35483bec1ead	HTT	+	29	6.69510146034067	6.44225378639637	-4844.57716326035	5482	909	-	Targeting	+	1	2666	25	2513	32	209	2456	2388	0.972313	0.885428	3761	0.975377
08b215d3-9622-4575-9f1b-9e59401139d2	HTT	+	25	6.32570740480526	6.62777587724881	-4503.64672604632	5657	584	-	Targeting	+	8	3188	30	3084	90	216	2964	2872	0.968961	0.878287	4384	0.956438
08b66bb0-b08a-4bf3-baaa-575c2887b934	HTT	+	27	6.63122143388605	6.35247874166938	-3936.14668294125	4985	696	-	Targeting	+	1	3188	27	3025	72	261	2926	2842	0.971292	0.872047	4261	0.964086
08ca6996-e118-4c56-a842-8ffc9958b712	HTT	-	26	6.75698854677645	6.9098418264678	-4224.4398940218	22405	606	-	Targeting	-	1	3188	15	2995	40	247	2940	2860	0.972789	0.886272	4445	0.971901
091c7eee-5b71-4758-b105-68e4f8e65ae9	HTT	+	28	6.26753882062694	7.86188125	-4130.74118546305	5436	635	-	Targeting	+	1	3188	31	3029	27	216	2971	2909	0.979132	0.905103	4797	0.976339
09255429-2d50-4213-a76c-e6946dbc3021	HTT	-	26	6.55726099258814	6.42859883045786	-4620.09559750028	23678	778	-	Targeting	-	1	3188	12	3026	39	212	2975	2920	0.981513	0.905146	4836	0.973176
093bd6a3-b305-4816-aed8-0dceb06cb259	HTT	+	26	7.22355526194853	7.34910194546569	-4575.57295244257	4926	678	-	Targeting	+	1	3182	28	3051	43	201	2980	2907	0.975503	0.901675	4764	0.970684
09a587ee-6274-4fd1-baf3-674bf37e5296	HTT	+	26	7.15871052046263	7.23218441080007	-4435.74191383386	4960	695	-	Targeting	+	66	3188	28	2957	22	215	2907	2857	0.9828	0.908715	4800	0.979118
09d343b9-caca-467a-9eeb-b1d3b0e6b7b8	HTT	+	30	7.40934806034483	6.31946955922315	-4683.34329100512	4992	633	-	Targeting	+	3	3188	34	3060	71	230	2955	2864	0.969205	0.879607	4356	0.960976
09fc1f40-8a11-4916-82f7-098a46dac31f	HTT	-	26	6.42547740428269	6.45781989155709	-4899.83814505811	25599	666	-	Targeting	-	1	3188	15	3043	55	214	2973	2918	0.9815	0.900062	4803	0.968089
0a420c9d-7765-4360-9a1a-eee844150988	HTT	-	25	6.49043095165858	6.2376968503937	-4876.40502656813	24786	839	-	Targeting	-	1	3188	15	3014	67	255	2932	2867	0.977831	0.881069	4393	0.96384
0a7e9832-d19e-4cee-855f-d63d5a4d86fb	HTT	-	26	6.4085873360029	6.91116913377193	-4685.04477011918	23936	786	-	Targeting	-	5	3188	15	3022	47	223	2960	2912	0.983784	0.901548	4786	0.970492
0af0bb69-d2e1-4c81-bed1-497a0541266c	HTT	-	26	6.07370577874033	6.38345672123016	-4365.77805757503	24169	709	-	Targeting	-	1	3188	15	3028	42	216	2971	2941	0.989902	0.910808	4964	0.972186
0b8bd939-f4ac-422c-b684-8531c71a1b0c	HTT	+	24	6.89023381616595	6.68083513453458	-4190.17961917632	5429	664	-	Targeting	+	1	3176	27	3049	45	198	2977	2924	0.982197	0.908075	4866	0.967815
0b92ebf0-9727-4a75-bf2c-1f2046909879	HTT	+	29	6.39943915335531	8.0864305372362	-4601.30312502019	6681	790	-	Targeting	+	1	3169	28	3084	62	174	2994	2915	0.973614	0.902477	4697	0.962391
0bb1af51-1753-4c0f-ba02-b2b4bee8bbd9	HTT	+	28	6.03860250708438	7.29184456758721	-4731.7627890452	5344	747	-	Targeting	+	1	3188	31	3039	39	218	2969	2902	0.977434	0.899566	4756	0.971849
0bf03db1-efcb-4ff7-a3fe-546e60678ea5	HTT	+	28	6.74198056797293	7.2623351328723	-4693.84318276634	6563	838	-	Targeting	+	1	3188	28	3024	31	222	2965	2906	0.980101	0.903045	4808	0.975329
0bfcfb37-6261-4eb2-bc70-3d238a833ea8	HTT	-	25	6.22629621739775	7.15736942207969	-4489.83177966863	25655	645	-	Targeting	-	6	3188	17	3001	28	226	2956	2888	0.976996	0.899688	4711	0.975256
0c245286-f7e0-4acb-8a4d-dd923c5f8fa6	HTT	-	31	6.02122582177996	6.79909421464385	-5298.93204181648	22449	707	-	Targeting	-	1	3179	15	3088	67	172	3006	2960	0.984697	0.912173	4892	0.964698
0c487e1d-bdc6-4ea2-8bb4-d8e321d4297a	HTT	-	26	6.28047227031876	6.22450899888097	-4660.4289398226	20870	682	-	Targeting	-	1	3186	14	2938	45	306	2879	2777	0.964571	0.859752	3945	0.970995
0c89b5c7-81f6-4df0-80d3-b5166e82cd1a	HTT	+	26	6.35023610480007	6.48469690865698	-4382.07399181182	5496	732	-	Targeting	+	1	3188	28	3011	43	247	2940	2881	0.979932	0.89195	4632	0.972544
0ca9d63d-b797-487a-87d8-896d2a07e445	HTT	+	28	6.21863975346526	7.1416366609408	-4785.64553323447	6926	757	-	Targeting	+	14	3188	37	3025	64	250	2924	2848	0.974008	0.879555	4373	0.961842
0cf61781-4f1e-48af-ab42-8f5ac0ffd0a2	HTT	+	28	6.54557433021867	6.61249474440707	-4509.93239565922	6193	727	-	Targeting	+	1	3188	36	3066	69	226	2961	2892	0.976697	0.888206	4526	0.96324
0d2be458-75ea-40a3-874b-c269b04cf88b	HTT	-	25	6.5174560546875	6.88323728279148	-5014.66359910099	26534	720	-	Targeting	-	1	3188	12	3025	34	208	2979	2939	0.986573	0.91245	4966	0.976081
0d3a1031-80c3-4e54-a058-860cf6e98318	HTT	-	25	7.02481488011284	7.12378915528504	-4141.88322329906	23270	697	-	Targeting	-	1	3185	15	3046	69	222	2962	2881	0.972654	0.885644	4487	0.962313
0d4c3dc8-43cb-493a-bddf-7b28d0d061f9	HTT	+	26	6.78108508155966	6.60620959051724	-4488.99923228058	5220	771	-	Targeting	+	1	3188	29	3062	80	234	2953	2865	0.9702	0.876951	4326	0.959701
0d6574f5-f51b-44e9-a0b9-488399e09895	HTT	+	26	7.13392847185046	6.77058733932885	-4091.49063316727	5062	658	-	Targeting	+	1	3188	28	3021	45	239	2948	2864	0.971506	0.886139	4442	0.971334
0d8e3a58-37fe-456f-b086-396d6b84038b	HTT	+	27	6.86628751686151	7.14539130287419	-4682.84758131637	4914	605	-	Targeting	+	1	3188	28	2963	59	311	2876	2742	0.953408	0.844732	3663	0.966073
0d98d241-1518-40df-bbd0-cf9ad82b443d	HTT	-	24	6.03451873145401	6.72858791338245	-4879.76847496691	25948	747	-	Targeting	-	1	3188	14	2972	41	270	2917	2822	0.967432	0.874225	4243	0.972658
0daf475e-a866-47ca-8d6c-7378dd21b50c	HTT	-	25	6.40431648946287	6.14068375455193	-4884.50073082305	24007	713	-	Targeting	-	1	3188	17	2991	42	255	2932	2842	0.969304	0.880149	4369	0.971183
0e714d43-eef8-4c8c-a9f9-d6966023cfb3	HTT	+	25	6.71180039589248	6.50903811870805	-4789.28669405598	4967	946	-	Targeting	+	8	3188	34	3030	28	212	2968	2924	0.985175	0.911471	4954	0.974713
0e7adb87-e6d1-4577-a0f8-7b56278d09f1	HTT	+	25	7.34831266410353	6.00104934976708	-4273.67774685293	5571	593	-	Targeting	+	1	3188	30	3049	38	206	2981	2921	0.979873	0.905736	4840	0.972594
0ef1625a-b47a-4770-bba2-63bb3bcf2fe7	HTT	+	21	6.11330406961504	6.82481161625669	-4602.24010168341	5730	648	-	Targeting	+	1	3188	28	3016	85	284	2903	2791	0.961419	0.852995	3937	0.95777
0f1121cb-7bd7-4b83-bc6c-c17ca43eb160	HTT	+	26	6.50532929415029	6.11893992043712	-4360.52388066507	6017	484	-	Targeting	+	1	3186	26	3047	60	224	2961	2886	0.974671	0.889368	4523	0.966699
0f98e901-3861-45d8-a774-fbdeddb3c228	HTT	+	27	7.32560017440205	6.94325932314214	-4602.71440326613	4777	492	-	Targeting	+	36	3176	58	2973	49	274	2866	2757	0.961968	0.864534	3992	0.963685
0fbbaf07-f8b2-4b12-9416-9ab42f5e2a90	HTT	+	28	6.29622681736198	6.13108681045982	-4794.62122309013	6343	860	-	Targeting	+	1	3122	30	2990	68	229	2892	2817	0.974066	0.883349	4368	0.953826
0fc42dcf-fe8b-4764-ad68-5fc16824d6d8	HTT	-	25	6.09725923627336	6.83892406746407	-4828.80059225325	25608	758	-	Targeting	-	1	3188	15	3007	53	248	2939	2843	0.967336	0.877469	4331	0.969008
0fcf40f6-c0f1-4327-86d0-b85fc3a94c01	HTT	+	27	6.10006426178373	6.4981408999419	-5002.84733533808	6008	670	-	Targeting	+	12	3188	42	3059	56	215	2961	2866	0.967916	0.886757	4488	0.963554
1020dc4d-ce5d-4a08-907e-314710a2a7ea	HTT	+	26	6.48050754028746	6.79747056275667	-4815.71591632817	5618	773	-	Targeting	+	42	3188	63	3049	47	207	2939	2839	0.965975	0.889132	4502	0.959204
10258706-c212-4d27-b900-75f2581098a8	HTT	+	25	7.13707738658911	7.57938709848342	-4107.2757193665	4840	581	-	Targeting	+	1	3188	26	3016	64	261	2926	2820	0.963773	0.867425	4112	0.96504
1026e2a2-41a1-4cf0-afb9-c1b7b27d6024	HTT	+	24	6.00487798400803	6.36404765020941	-4674.14301884222	6049	571	-	Targeting	+	1	2779	30	2635	43	216	2562	2491	0.972287	0.88302	3863	0.971559
109ea218-eb45-4d18-b6ab-9fc8a83e2f27	HTT	+	32	6.67666154097738	7.55783041721948	-5044.73035817764	5917	764	-	Targeting	+	1	3188	25	3026	76	262	2925	2837	0.969915	0.869445	4166	0.962171
10c9c5c5-7dab-4410-80b1-c3cb784a2de0	HTT	-	27	6.57929108236622	8.02263214760638	-4568.23336593186	24273	676	-	Targeting	-	1	3187	15	3012	46	235	2951	2875	0.974246	0.889542	4573	0.970724
10da601f-b9bd-4a6f-84c1-8fab6ea386b9	HTT	-	25	6.37105805161865	6.83232551698671	-5325.50568930837	24700	909	-	Targeting	-	12	3188	1	2983	40	234	2942	2892	0.983005	0.899254	4712	0.97676
1110ab96-22db-4bba-84a6-08825f5cf16c	HTT	+	28	7.38408003222138	6.64930209570047	-4292.44938966236	4897	492	-	Targeting	+	11	3188	34	3046	48	213	2964	2908	0.981107	0.901705	4778	0.968311
1190dede-15a6-431b-adc2-78531bfa8c5b	HTT	+	28	6.73556364425505	6.6011129077015	-4382.84596508153	5323	694	-	Targeting	+	1	3188	27	3035	49	228	2959	2864	0.967895	0.885043	4431	0.970164
119c7deb-018d-41e4-a81b-4bab30933620	HTT	-	29	6.38405820821695	7.4957239836165	-4963.13049863526	25336	859	-	Targeting	-	12	3186	0	3000	34	208	2966	2902	0.978422	0.904613	4818	0.979524
119e5b5c-536c-4770-b340-6d30f8874b4a	HTT	+	27	6.43801925788914	6.08254890373734	-4542.63143983305	6123	796	-	Targeting	+	1	3188	27	3087	59	186	3001	2923	0.974009	0.900493	4716	0.96744
11cb9d02-93e5-4cb7-957d-57917ff71570	HTT	-	26	6.62910798725329	6.78507203917572	-4256.90577954052	25609	627	-	Targeting	-	1	3188	14	3007	35	229	2958	2886	0.975659	0.895717	4647	0.974308
11d37dac-ffde-4b6e-b7ea-5cd3ab419305	HTT	-	27	6.08853165969711	6.67483991420341	-5362.12217715967	24960	774	-	Targeting	-	1	3188	1626	4599	73	287	2900	2832	0.976552	0.868712	4185	0.909947
11d73947-5edb-47b3-bbeb-46475d44a65f	HTT	+	25	6.91531718415418	6.22749287783914	-4199.79719239377	5695	697	-	Targeting	+	1	3188	27	3037	35	212	2975	2930	0.984874	0.909373	4944	0.974451
11e117e4-17d9-4592-91be-fd077351d7b5	HTT	-	27	6.697991686498	6.00061010919921	-4890.6407472823	23466	800	-	Targeting	-	2	3188	17	3011	41	233	2953	2882	0.975957	0.89309	4548	0.971382
12210f07-c7bb-491b-92d8-5d1c7dfa6a58	HTT	-	16	6.36428198483911	6.42730589026417	-7674.25598735125	25741	1228	-	Targeting	-	1	3188	11	3126	74	146	3041	2945	0.968431	0.903097	4558	0.964172
123b608d-03a5-4f9e-a85d-3a9656842b33	HTT	-	24	6.45505719866071	6.43485322362957	-3860.56303640951	25884	632	-	Targeting	-	12	3188	1	3009	54	222	2954	2883	0.975965	0.89257	4632	0.972991
123ee9cf-0caf-4792-806e-dbe5880d1c37	HTT	+	25	6.0021921884284	6.67998404777487	-5528.98948452104	6806	989	-	Targeting	+	1	3188	27	3050	89	253	2934	2816	0.959782	0.859585	3933	0.958197
1256b0b7-a171-4091-b58a-6296a593da66	HTT	-	28	6.82658077719433	6.35770795108526	-5141.98195018883	26726	861	-	Targeting	-	1	3188	16	3059	49	193	2994	2911	0.972278	0.899567	4642	0.970188
12613419-e769-4e51-9d19-eac77a84171b	HTT	-	25	6.13099352785693	6.44112047424519	-4705.64353851616	30610	662	-	Targeting	-	1	3188	14	2979	39	261	2926	2846	0.972659	0.882207	4455	0.972739
126eeba1-515b-40f8-b94e-c727dbaec934	HTT	+	26	7.41628296095008	6.63269576437982	-4352.02507765566	5105	625	-	Targeting	+	14	3188	40	3059	53	208	2966	2899	0.977411	0.898358	4682	0.965181
128da6fb-414e-4f14-934e-d4980150369d	HTT	+	27	6.34384582795352	6.3257457834174	-5055.87163924891	6216	744	-	Targeting	+	10	3176	36	3011	54	245	2921	2828	0.968162	0.878261	4281	0.960855
12b713bb-ec64-48c9-9f0a-ef93265cf056	HTT	+	29	6.44734529357871	6.43441664659602	-5341.04211192735	5964	1005	-	Targeting	+	3	3159	32	3012	65	241	2915	2827	0.969811	0.877678	4310	0.964593
12ca9876-8975-4147-8c6a-26546b84fa18	HTT	+	27	7.23004916487069	7.84254807692308	-4339.71131844638	5262	794	-	Targeting	+	8	3188	31	3000	36	247	2933	2865	0.976816	0.890858	4587	0.973125
12cb005d-d1eb-483c-a6a6-69304d85327d	HTT	+	18	6.2955607655943	6.36605471126065	-4099.08498796875	7082	558	-	Targeting	+	2	3188	28	3080	96	230	2956	2847	0.963126	0.867459	4164	0.955089
12d6884f-1c6e-418c-822b-9fa980e80819	HTT	+	26	6.62110714504409	6.13990633905953	-5229.32623855729	5568	751	-	Targeting	+	10	3188	33	3041	52	222	2956	2875	0.972598	0.890093	4524	0.968228
13011f2c-f8a9-40d9-9edd-fd86e164c913	HTT	+	26	6.36119506257405	6.40920174660409	-5060.04351750969	5958	864	-	Targeting	+	3	2709	28	2556	32	210	2496	2431	0.973958	0.887874	3892	0.973099
131d3bbe-28e8-4c26-80da-f55c8981eb82	HTT	-	27	6.00786635890152	6.43562894985227	-5126.44953398671	25931	795	-	Targeting	-	1	3188	17	3060	74	218	2969	2872	0.967329	0.880711	4427	0.961464
