read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
07f8581f-03ca-4a21-b5c3-b2b31b12661c	Targeting	-	2913	3188	817	1088	2	6	269	265	0.98513	0.956679	478	0.241472
41379e3b-de17-4903-9f60-20aa0b5befc1	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e7bdd71e-d4d2-4000-a7b3-e6b71142921c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d62f8658-673a-441f-8958-93e1378a68c9	Targeting	-	2806	3187	0	377	4	8	373	370	0.991957	0.961039	668	0.914216
dae60206-aecd-4e35-a67d-fc520cc79490	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5d78f8dc-1d9d-482c-b05b-3b7960896dcf	Targeting	-	1304	3188	15	1852	14	61	1823	1790	0.981898	0.943098	3106	0.969681
6112933c-b21e-47f9-a26b-3a37dde6b6a3	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
cf194dca-7880-42c3-90f7-63cf531bea2f	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d744e2b8-87d3-4c12-aa3c-ce4b2ed36e73	Targeting	+	2251	2649	30	428	2	2	396	388	0.979798	0.97	720	0.910345
0551b6bc-7b2e-44fd-9b9e-d50fd7c45e69	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c09be704-13fc-44f1-8e6f-8493ebaea112	Targeting	-	2912	3188	934	1211	5	4	272	269	0.988971	0.957295	488	0.219532
39dae64c-c3d1-471c-85fa-fbe592840eb1	Targeting	-	1638	3188	14	1541	11	34	1516	1488	0.98153	0.953235	2662	0.96622
a7fe829f-4ebf-45db-840c-4690086d9bcd	Targeting	-	2503	3188	1	684	10	12	673	663	0.985141	0.953957	1182	0.945225
4ae317e4-4d47-4063-ae7e-631028d638f8	Targeting	+	1343	3188	29	1831	12	55	1790	1763	0.984916	0.949381	3136	0.969664
81511816-deb7-4e7c-8f98-f5fb8db04c2c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5d736d13-e763-4f9c-a677-766337938951	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5e500a96-66e0-41af-a57a-4ee4d499068c	Targeting	-	1	1409	15	1253	6	176	1232	1214	0.98539	0.858557	1930	0.913269
cd05cb43-a590-4e87-a366-2566613eef80	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f6fe36c0-b2a4-4827-a2ac-adec178d9643	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
568740d4-4511-4921-8fd9-73563273a75e	Targeting	+	2292	3167	27	883	4	23	852	838	0.983568	0.953356	1494	0.960541
534a364d-eb03-409e-9abd-bbcf89e79340	Targeting	+	8	3188	32	3187	63	88	3092	3042	0.983829	0.93802	5274	0.970191
5eb8f16d-4c11-49eb-8224-e1abe29c2804	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0f721500-fd4b-40e0-bae8-eb7f31eb6e69	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
fa43e1f0-daff-4874-b2d1-eacc4b8df800	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6c3939e2-bd21-4dcc-8f11-9c5f0d019602	Targeting	-	1452	3188	3	1715	17	41	1695	1676	0.988791	0.956075	3000	0.972461
8ef1a370-401d-499e-8687-f80a3ffb603b	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f923cd1b-4e51-499c-8af2-2fba574f037b	Targeting	-	2912	3188	945	1215	0	6	270	264	0.977778	0.956522	476	0.217216
38bbb299-11a5-4ea7-bb27-d40fd7141b3e	Targeting	-	2495	3188	1	674	6	26	667	656	0.983508	0.938484	1140	0.948791
fc2dc599-29e1-4a0f-9d15-8fab95738b43	Targeting	-	2441	3188	0	730	5	22	725	716	0.987586	0.952128	1266	0.957728
1b7abaa7-c3bb-496f-b46c-99e964ca3a20	Targeting	+	2912	3188	202	469	0	9	267	266	0.996255	0.963768	482	0.555094
f41998e9-cd0b-4e7c-bd21-6346a4621799	Targeting	+	2912	3188	976	1249	3	6	270	267	0.988889	0.956989	472	0.213439
755b7a6b-59d4-4d6e-ba9b-90c8c92d6513	Targeting	+	2912	3188	966	1237	3	8	268	259	0.966418	0.928315	436	0.214229
893faedc-5432-42fb-9554-2940f8cb93c6	Targeting	+	1	3188	30	3163	37	91	3096	3038	0.981266	0.942308	5320	0.974811
e856ee77-c98e-4259-b09b-e75bf505fee2	Targeting	+	1	322	27	324	3	27	294	290	0.986395	0.895062	480	0.228616
22a04b10-dab2-4695-9a65-d32ead11d065	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
50e95e6a-cf92-432f-adf5-e0e6a800e6b0	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
a161da29-0024-471a-ad72-cb230d2d8a11	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e566fae5-db27-4e60-98c4-da1166581887	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
57c87582-9b27-4f76-916e-94d83c5cb3c1	Targeting	-	1134	3188	17	2014	13	70	1984	1960	0.987903	0.948234	3462	0.971596
98b9fc85-8930-4abb-9d2b-6d0dbe8598ea	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5536cf04-e410-4191-a75d-9b890344af8f	Targeting	-	1091	1409	8	321	6	11	307	300	0.977199	0.925926	486	0.732697
f13f9446-6044-4381-8744-5bd749380b20	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
eecc9ab8-8ac9-4147-9aad-03f0502e6b0d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
42bcc344-c6ec-4663-8058-54608d550d67	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
661501b4-deeb-40b3-881d-8b38a009e8c0	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ad00bde4-020a-4afb-a46a-a3f539cc862f	Targeting	+	14	322	33	317	2	26	282	274	0.971631	0.883871	428	0.220657
6d9ed52d-3b54-4486-9b75-c1a7f56c91eb	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4f765f76-42b5-4d98-9b65-5184a884c522	Targeting	-	1	708	15	686	9	45	662	652	0.984894	0.910615	1094	0.927171
e093e02f-438c-464b-82de-3571a21063f2	Targeting	-	2913	3188	836	1108	1	4	271	266	0.98155	0.963768	482	0.238767
7a95185f-a5a3-4b58-9ee2-fc8f9ce3cb40	Targeting	-	1	1410	11	1285	16	151	1258	1242	0.987281	0.871579	2021	0.912255
9b9ac8d7-18d2-4ec6-89c2-3749df51ab93	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
50cff382-c856-4c91-bf09-43bbbe9c1eef	Targeting	+	2415	3188	32	799	6	12	761	750	0.985545	0.962773	1360	0.934889
22288ab9-ba33-4dff-9aa3-a61149010339	Targeting	-	1836	3188	4	1355	22	23	1329	1300	0.978179	0.946143	2282	0.96165
a9023062-8f8e-4e85-86da-9565e0770161	Targeting	-	1	3188	15	3191	63	74	3113	3073	0.987151	0.945538	5436	0.976781
c00795eb-31d6-4c84-b9f2-afca10d98d60	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
b30383e6-d5f8-4318-88f4-7e2e02d68bac	Targeting	+	2518	3188	28	693	10	15	655	636	0.970992	0.935294	1074	0.929078
faadf0fb-241b-4044-bdd9-b7e85ea84e19	Targeting	+	2128	3188	26	1072	13	27	1033	1014	0.981607	0.945014	1760	0.949449
8f2a195b-5609-4d6e-8b57-263d6756db7d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e7be8261-4dda-4834-8c76-1d22c4719925	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
73f07f8c-033e-4d00-9f8c-ce7d7c0f8446	Targeting	+	1	3188	29	3175	55	96	3091	3032	0.980912	0.935225	5226	0.969878
c049185c-849c-426c-8297-f82511cf64cf	Targeting	+	1	3188	28	3149	36	102	3085	3027	0.981199	0.939187	5246	0.975032
4ad9f05d-8af0-4d4a-96ba-ab026a9c1a8a	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
a008a4d1-b4b9-42d5-a3e2-8aef6be8a82e	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6a99524d-edee-4d1b-8c4b-9c6b7ee520d6	Targeting	-	12	3188	0	3118	64	122	3054	3014	0.986902	0.930247	5186	0.971065
320ccd5b-64a1-4924-ab05-cb25eee6ab0a	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1ba3b222-452c-4671-9f9f-ee5a9c4f166b	Targeting	-	8	3188	22	3152	47	97	3083	3044	0.98735	0.943291	5360	0.970107
95cab043-544a-4b94-9746-4fa451a1bd3c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
90f9782c-55bb-485b-bd7f-be4f0ee0bf6d	Targeting	-	1528	3188	12	1648	11	35	1625	1602	0.985846	0.958707	2884	0.967262
0abe4272-7070-4626-9743-0d8abce278d4	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
514f3dfd-e329-41c9-b4a7-3fef07a8a51d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
b2f883be-7e77-4e54-9851-01a31603609f	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
cdcc6aae-1789-4beb-be30-7064b4c918e5	Targeting	-	2805	3188	0	375	3	11	372	370	0.994624	0.958549	672	0.923077
2376e5de-fb32-4a9d-8885-7f94d690ca08	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f39d79c7-9ba0-4405-acb0-73f4dae653cf	Targeting	-	2912	3188	951	1225	5	7	269	266	0.988848	0.946619	464	0.214685
c86e66a3-a7a2-47b4-94c8-9ccec84eaa5f	Targeting	-	2421	3188	0	772	15	10	757	748	0.988111	0.956522	1330	0.94625
a3c89cd4-6877-4688-9413-0fc064e186ee	Targeting	+	1	3177	28	3166	43	81	3095	3035	0.980614	0.942839	5294	0.977574
5334832d-ee05-4efa-a2ef-7b7f72f7ed0d	Targeting	+	2544	3188	27	659	1	13	631	624	0.988907	0.967442	1156	0.936202
8c5c6d29-3981-41cc-bbc4-06e7736a96c4	Targeting	+	2640	3188	28	570	3	9	539	527	0.977737	0.956443	946	0.922945
27968ced-4ca3-4ef6-baa6-bd9a247fbcf2	Targeting	-	22	3188	5	3128	59	102	3064	3010	0.982376	0.933333	5146	0.970849
2fba3142-a110-487e-8b5e-48e08235db04	Targeting	-	1	322	12	304	0	29	292	289	0.989726	0.900312	464	0.221716
4ffcd222-6fa1-464a-8184-bbc5ef066172	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6a80d248-7b76-4b03-b9a5-b8ba7992cf8b	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
77cc0be7-0d8b-423f-ad12-f502870f0cef	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d282c1ad-6533-4f14-85a3-fe55fd66bec4	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
cf303baf-89cf-4601-8d7d-a24882c0dc95	Targeting	-	2642	3188	0	537	6	15	531	523	0.984934	0.947464	912	0.939823
20909838-5a33-4229-a36d-c6fda4df9c5f	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
503017f8-e44a-4e6d-9618-45bf730ed1cf	Targeting	+	8	259	3341	3586	1	7	244	239	0.979508	0.948413	418	0.076561
ca3e281e-5e02-41f7-88eb-43e1d456e945	Targeting	-	2912	3188	954	1233	10	7	269	268	0.996283	0.937063	462	0.212816
6fcd0944-5498-4df4-89cd-3120adcd82c1	Targeting	-	1577	3188	0	1602	14	23	1588	1573	0.990554	0.968	2900	0.974233
e9c13f55-e050-4cba-917f-1650ce28cef4	Targeting	+	2912	3188	959	1226	0	9	267	263	0.985019	0.952899	464	0.215323
f016b36f-16ec-45fd-a9d7-7e55778c4dc7	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1f3e03cb-b25a-4b3a-9cac-b8d8013650a3	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
cd8a9455-711e-4bc9-8a19-aedccf128c8d	Targeting	-	1	3188	15	3141	47	108	3079	3034	0.985385	0.938157	5262	0.9716
c2686060-0960-46f9-a928-83640a9f3d8f	Targeting	-	1	3188	13	3181	49	68	3119	3081	0.987817	0.952101	5516	0.978663
193d0e7e-906f-46a8-ba35-415ea796da20	Targeting	+	1	322	30	330	1	22	299	296	0.989967	0.919255	522	0.224643
8c3e791d-af4c-4336-8ec5-cc4f7f191fa1	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
67ae0352-1b28-42f0-83d4-f77f3609a608	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
632dab89-d54e-47b2-804b-0b8ab4fb7134	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c0c0073c-66d6-41e0-b0de-0d8e65b308d8	Targeting	+	1	3188	28	3169	50	96	3091	3039	0.983177	0.938832	5242	0.970791
95bfe194-fc77-41f9-9b9a-ed9f0df8eef6	Targeting	-	349	3188	0	2711	42	170	2669	2627	0.984264	0.911836	4398	0.975868
c2fd807f-bde6-4949-b871-25f507e85728	Targeting	+	2912	3159	1031	1275	0	3	244	243	0.995902	0.983806	464	0.189294
bf018372-0eaa-435e-b177-72e56fbee92c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55315824-a692-4728-a9ee-dd3e95031906	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
a9827c28-d9c3-444a-8e91-23363907e926	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3b456888-8c49-4d86-a2c0-65f68a1000b3	Targeting	-	1583	3187	0	1582	19	41	1563	1534	0.981446	0.945163	2664	0.975655
ba00e952-d526-4bac-8c6d-bac60c77e0ef	Targeting	+	8	3188	30	3185	49	74	3106	3066	0.987122	0.94952	5446	0.974584
af3bb744-b7e5-430f-a1fd-828c37dbda00	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
05a4add6-5317-4966-9986-2535e4d17a13	Targeting	-	1	3188	14	3163	55	93	3094	3048	0.985133	0.94016	5312	0.970819
cc2149aa-7af8-4095-a8f4-f5f92c74178d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f641ef72-6468-432a-96d0-68a1331cf952	Targeting	+	1	3188	28	3058	47	204	2983	2928	0.981562	0.90538	4876	0.971029
a4d5d15f-4178-4419-a6a3-b6424bc48e4f	Targeting	+	1	3188	27	3034	30	210	2977	2939	0.987235	0.913584	5029	0.977347
a0b22d40-8639-4095-8743-06186497e57d	Targeting	-	1490	3188	0	1693	17	22	1676	1656	0.988067	0.965598	3026	0.970469
1c372d6b-34c2-4280-9bd9-b93570812139	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1027ce95-d450-47d9-8458-41ddd534ee7b	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2a3bf420-c91c-483f-9289-0dac61f5e561	Targeting	-	1	3188	15	3241	142	103	3084	3051	0.9893	0.916491	5199	0.967681
47262c78-6bf3-4867-ad44-ede6e0251460	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2e551154-b230-490b-a3a1-cba8914f50b1	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
915db1c1-2b2d-474c-bab4-993f2219c85f	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f3ac3ab8-725d-4c6f-b0dc-4f64dca7548f	Targeting	-	1	3188	14	3188	66	79	3108	3072	0.988417	0.944359	5382	0.975212
f4e122d5-c305-4009-b0a9-a9ac26433ed0	Targeting	-	2912	3188	1040	1319	5	2	274	270	0.985401	0.960854	490	0.203566
83535595-449c-4708-b0c0-30e4878a2882	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f4243417-5392-41b6-9c1d-ecb5678d20e4	Targeting	+	1293	3188	28	1877	17	63	1832	1809	0.987445	0.94613	3178	0.967776
f175d954-c78b-4ffc-a6f4-8295f90ff4bc	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15616b55-3195-45ac-a972-90047dfbf5c0	Targeting	-	1427	2831	36	1444	31	27	1377	1359	0.986928	0.947038	2394	0.934827
439e9cdc-3eb8-4d1e-9dd7-d2b967149ca5	Targeting	-	3	1389	14	1239	12	173	1213	1194	0.984336	0.854077	1876	0.898519
31065505-ef6d-4585-b118-e0f3aceae410	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c88b8f7b-7fb2-402e-a297-7b655410f12f	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6b3841e3-01f4-47a3-97ea-9e6bdd7e6765	Targeting	+	1	3153	28	3012	38	206	2946	2905	0.986083	0.910658	4908	0.970995
1b880a85-191b-4590-bac6-8df5b8169f72	Targeting	+	2	264	28	295	7	2	260	254	0.976923	0.944238	442	0.21121
614fe172-aeea-402c-b87a-5ee94f3c00cf	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d6bc19be-cb38-4837-83ea-7ca35be8bc88	Targeting	-	1702	3188	8	1481	18	31	1455	1431	0.983505	0.951463	2524	0.966135
53e2330c-10dc-467f-af82-b73f2607209f	Targeting	-	1	2846	15	2723	53	190	2655	2623	0.987947	0.905107	4386	0.965104
25c56d1f-2fe1-4624-a3fa-454635f154f4	Targeting	-	12	1409	0	1234	13	176	1221	1201	0.98362	0.851773	1847	0.920814
861a391e-eb46-480f-8774-9c1b1e9634ab	Targeting	-	1	3129	14	2975	32	199	2929	2893	0.987709	0.915506	4989	0.967625
f3606749-b68b-4933-97f5-7df0fd84819e	Targeting	-	2910	3188	1035	1311	2	4	274	273	0.99635	0.975	510	0.204783
3719cb71-7861-4a64-a988-8e47ad1762bf	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6a85a6c1-7d99-489c-93ee-fd49f5c1acec	Targeting	-	1994	3188	0	1183	6	17	1177	1166	0.990654	0.971667	2166	0.971924
2a0a2221-04f3-4314-8346-b91119c00116	Targeting	-	1	322	13	313	0	21	300	294	0.98	0.915888	514	0.224719
b036cd40-0f6c-417d-b300-72cbad4aea82	Targeting	+	1380	3176	30	1787	17	56	1740	1723	0.99023	0.950359	3024	0.973154
0ffccb77-ed98-4132-b28d-955aa86165d5	Targeting	-	6	1409	17	1262	12	170	1233	1213	0.983779	0.857244	1932	0.909963
f6e78754-9d5c-45c6-9a9d-f66bad9bf20d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
47b2d55f-0d3c-482b-ad97-36305520fcfd	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4f6bd102-94fb-4d36-ac72-f74ec4b23287	Targeting	-	2912	3188	1002	1272	4	10	266	262	0.984962	0.935714	440	0.204458
c4fd68f3-8b60-4ee6-8c8f-985965c31699	Targeting	+	1	3188	31	3163	49	104	3083	3013	0.977295	0.931088	5112	0.970107
faa186b1-42d1-4263-bd70-b95956653945	Targeting	-	1423	3187	0	1766	38	36	1728	1703	0.985532	0.945061	2962	0.959467
7b89b04e-fa16-457e-ae51-cd93aa8581eb	Targeting	+	2454	3091	27	644	0	20	617	610	0.988655	0.957614	1112	0.92782
f95799c6-e2f2-4223-b071-58293bfec5e4	Targeting	+	2918	3188	1043	1309	2	6	264	258	0.977273	0.948529	448	0.199697
cd4df140-4d5e-4af0-a04a-11b50374d115	Targeting	-	2214	3188	0	972	12	14	960	944	0.983333	0.957404	1684	0.963855
f949fcd3-4499-4d69-990a-e93ded2d5bb9	Targeting	+	1938	3188	24	1262	11	23	1227	1217	0.99185	0.965107	2230	0.962353
b9b6fc4c-074c-48b8-a48f-2ce166c0ab87	Targeting	+	1	709	27	659	8	84	624	610	0.977564	0.851955	975	0.929955
21ca7c4f-7115-48c7-ad2c-5ca4af02a8df	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2aa4bb9f-f662-49d7-9fad-0566e5dfa378	Targeting	-	1826	3188	4	1371	26	21	1341	1316	0.981357	0.948127	2322	0.958542
b8550a40-58eb-4939-917b-9ce61f67332b	Targeting	+	1	320	27	322	0	24	295	291	0.986441	0.912226	490	0.222139
