read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
b789e45f-1f8a-481c-81a1-9a7f491958d2	pUC57_Cre	-	1	7097	349	7334	77	188	6908	6778	0.981181	0.944932	11822	0.938715
0c1d69f9-1d0e-400d-a787-1d19841abdc7	pUC57_Cre	+	1	6403	1069	7422	77	126	6276	6170	0.98311	0.952307	10970	0.844116
2e6a0ea5-0664-4a5b-b553-b181c3f07c7f	pUC57_Cre	-	2038	7457	15	5394	71	111	5308	5222	0.983798	0.951184	9244	0.714209
34daa32d-6bcd-4d4e-a602-1a422e17321e	pUC57_Cre	-	4	3980	3440	7403	65	78	3898	3839	0.984864	0.950012	6764	0.524559
b67dc91b-f52e-497f-929d-461b2fc2cb8d	pUC57_Cre	+	1	3980	3482	7419	57	99	3880	3815	0.983247	0.945243	6614	0.521996
56bc7a69-6163-4907-a73f-118222f3e0d8	pUC57_Cre	-	1	3980	3495	7471	67	70	3909	3849	0.984651	0.95131	6808	0.524276
a7dc3325-96b6-42ff-b89b-757517335a50	pUC57_Cre	-	3	3980	3475	7401	47	98	3879	3817	0.984016	0.948559	6676	0.522213
9a6e2aa6-1b58-4673-9df3-709780158d30	pUC57_Cre	+	1474	7457	26	5962	61	108	5875	5797	0.986723	0.959133	10452	0.79082
f1ec6e76-006a-482e-8297-64920974880a	pUC57_Cre	+	1	3970	3478	7386	45	106	3863	3798	0.983174	0.946188	6622	0.523017
b9b0a966-93dd-4fee-800e-0731bf22ceb9	pUC57_Cre	-	3393	7457	0	4048	61	77	3987	3931	0.985954	0.95297	7002	0.536392
2e13afb3-99a8-44a2-82f3-71c49f34e09e	pUC57_Cre	-	5	3980	3445	7323	35	132	3843	3767	0.980224	0.939402	6484	0.522928
b41edc54-a560-4357-829e-278d239f9c78	pUC57_Cre	-	1	4011	3428	7473	110	75	3935	3862	0.981449	0.937379	6667	0.527763
75e0ab11-827d-4af9-8ac0-a817160a8060	pUC57_Cre	-	1	3981	3416	7323	50	123	3857	3798	0.984703	0.942432	6562	0.524976
749322c0-edf0-4e54-ade0-2e59078fb6b6	pUC57_Cre	-	4966	6132	0	1144	11	33	1133	1114	0.98323	0.946474	1940	0.966724
1f4065cb-b0db-4055-8e03-a8d82be3ef6f	pUC57_Cre	-	3974	4961	7	980	8	22	965	948	0.982383	0.952764	1708	0.9545
25d92b0b-3273-48d2-86c5-9cee3080fa5e	pUC57_Cre	+	1	3980	3459	7407	54	85	3894	3829	0.983308	0.949417	6744	0.524798
82548239-ff9e-444e-980e-62700306f96d	pUC57_Cre	+	1	3980	3467	7393	36	89	3890	3803	0.977635	0.947198	6648	0.525392
bbbb402e-fcfb-4e42-ad11-af2d9f264a8b	pUC57_Cre	+	1	3968	3460	7390	47	84	3883	3819	0.983518	0.95142	6736	0.52544
ed8c24c6-ab56-4d58-9cc6-7aaeeed527f2	pUC57_Cre	-	4	4386	3041	7345	46	124	4258	4185	0.982856	0.945122	7318	0.577356
59a07506-00b4-4d51-aa6b-6423f8b103b3	pUC57_Cre	-	1	3980	3438	7357	56	116	3863	3798	0.983174	0.941264	6560	0.523229
3c2ffb6a-c726-4898-ba3b-562c516a309d	pUC57_Cre	+	1	3980	3477	7384	37	109	3870	3803	0.982687	0.946962	6674	0.523114
c6a112d3-ce35-4ebd-bb2d-51eb66d0dc99	pUC57_Cre	+	1	3980	3499	7442	43	79	3900	3828	0.981538	0.951765	6772	0.523069
b73850ca-28fd-47dc-9095-dd6b9a2381a6	pUC57_Cre	+	1	3979	3492	7456	63	77	3901	3837	0.983594	0.949517	6758	0.523203
d259ba53-bf7b-44d7-b256-c04310f276de	pUC57_Cre	+	1	3980	3459	7401	47	84	3895	3805	0.976893	0.945107	6600	0.525357
f223944d-b628-4f89-9321-49d6b8deea27	pUC57_Cre	+	1	3980	3481	7428	66	98	3881	3807	0.980933	0.941162	6570	0.5215
53b830b2-6e04-499b-a50d-acbcdd0e9c4a	pUC57_Cre	+	1	3980	3482	7424	61	98	3881	3810	0.981706	0.943069	6598	0.52185
c384ddc5-2167-43e1-8cc2-032248918dfa	pUC57_Cre	+	1181	7457	27	6258	74	119	6157	6038	0.980672	0.950866	10658	0.83012
51568b5c-26cf-4f0e-9af8-e575ea55fab4	pUC57_Cre	+	1	3970	3476	7365	45	125	3844	3779	0.983091	0.941455	6510	0.521928
6106b318-7f44-4184-9592-658803f8fdad	pUC57_Cre	+	1	7171	372	7477	82	147	7023	6929	0.986615	0.955461	12420	0.941926
fdbb404f-9484-4d74-97c8-20df700c573b	pUC57_Cre	-	1	3980	3430	7390	65	84	3895	3830	0.983312	0.947082	6678	0.525074
43d02783-8e5e-4c62-839b-467874cd1123	pUC57_Cre	-	1	3980	3471	7379	51	122	3857	3784	0.981073	0.938958	6498	0.520864
a2749722-df23-4646-90ed-58d59200cbdf	pUC57_Cre	+	1	3979	3481	7411	58	106	3872	3797	0.98063	0.940783	6534	0.521692
930197fd-4555-4851-b1f0-b993e02005a1	pUC57_Cre	+	1	3980	3460	7372	44	111	3868	3789	0.979576	0.941834	6532	0.523764
bf8c5d10-7230-4b70-99ed-eb04f394b9a2	pUC57_Cre	+	1	3983	3470	7435	60	77	3905	3832	0.981306	0.948046	6766	0.524372
c32dcb1d-ef48-4973-9c0b-f66b3f3ea2e8	pUC57_Cre	+	1	3980	3489	7421	57	104	3875	3809	0.982968	0.943756	6636	0.521254
019fea24-c06c-4c86-a276-34ad42797c2a	pUC57_Cre	+	1	3967	3472	7384	45	99	3867	3800	0.982674	0.947395	6660	0.523487
49b0c6ad-5dc6-4925-9b88-94d9af2df771	pUC57_Cre	+	3974	7457	23	3475	23	54	3429	3383	0.986585	0.964917	6208	0.834104
4b68ab4a-a416-442d-bee9-384e406eb78c	pUC57_Cre	-	1	3976	3483	7400	44	102	3873	3792	0.979086	0.943518	6540	0.520985
8f30af3e-0876-4e3d-b1e2-e5757a4316fd	pUC57_Cre	-	1	3980	3464	7443	81	81	3898	3833	0.983325	0.944089	6751	0.5228
4ce54f76-b321-4c34-a78f-ffac7bbf57c1	pUC57_Cre	+	6327	7457	27	1138	15	34	1096	1079	0.984489	0.942358	1876	0.505535
017bfb49-7d79-476b-a582-d938fcd65bfc	pUC57_Cre	+	3800	7450	28	3644	29	63	3587	3528	0.983552	0.958956	6364	0.731593
e6ce65a0-7276-44b0-af8b-2e273ea34099	pUC57_Cre	-	2013	7457	3	5409	80	118	5326	5234	0.982726	0.947502	9204	0.951581
3d448615-599d-4cda-84cf-8a80272f1aef	pUC57_Cre	+	1	3952	2519	6425	48	93	3858	3785	0.981078	0.946487	6576	0.598975
c18c9449-d0b0-4e6e-b94b-d5fbb4fc4ded	pUC57_Cre	-	1	2801	2569	5345	36	60	2740	2695	0.983577	0.950282	4770	0.509862
7673fa14-a59c-4138-bdd0-f219ee8d923e	pUC57_Cre	-	1	5968	1481	7387	67	128	5839	5747	0.984244	0.952436	10204	0.787564
21f7eb94-14eb-4974-8a0f-ff4530811615	pUC57_Cre	-	1	3980	3445	7352	51	123	3856	3770	0.977697	0.935484	6392	0.522564
cd1bd670-be8e-40c5-9d99-2793b3b04d08	pUC57_Cre	+	1	7457	3467	10838	91	176	7280	7161	0.983654	0.948854	12616	0.976395
fe1c5dc1-72bf-4075-8ead-90460698ed7f	pUC57_Cre	-	1	6355	1518	7819	79	132	6222	6106	0.981357	0.949168	10718	0.834496
8609892b-b1d1-43a8-b5f5-61afa4af39f5	pUC57_Cre	+	2612	6053	28	3446	48	71	3370	3336	0.989911	0.956148	5978	0.977378
b92c05af-6702-4067-b36c-22d121082fe8	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3348fe4b-6593-4583-8378-9c62f03d10f1	pUC57_Cre	-	1	3980	3446	7363	49	111	3868	3767	0.973888	0.935204	6378	0.523268
6e214675-84fe-4d8e-9989-e16166ade50e	pUC57_Cre	+	194	7454	27	7220	87	154	7106	6992	0.983957	0.951681	12370	0.962221
045c469a-9ca2-47fd-9dd9-7dd251c10020	pUC57_Cre	+	1	3970	3482	7400	49	100	3869	3782	0.977514	0.941264	6490	0.522838
bac295ef-8cb2-4137-b99a-76f433b834f9	pUC57_Cre	+	1	5460	2008	7415	78	130	5329	5252	0.985551	0.948528	9256	0.718581
ece6bbd4-d69b-4aa0-8396-7869a525890e	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
499fea8d-e3bf-4f10-9742-16ba5462f8ea	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
cdd55f65-b878-4a8e-adb8-2e12a26630b4	pUC57_Cre	+	1	3968	3465	7377	41	96	3871	3800	0.981658	0.948104	6638	0.524739
07cb5f43-edd5-4429-b150-b60b04687345	pUC57_Cre	-	1	3980	3471	7401	62	111	3868	3800	0.98242	0.940361	6538	0.521013
b1488656-7a86-4d9b-9870-8a20e78fcf93	pUC57_Cre	-	3364	7455	12	4083	50	70	4021	3966	0.986322	0.95774	7164	0.543158
d53c7be8-ecf8-4f62-a241-fd09071eeb99	pUC57_Cre	+	270	7384	27	7097	69	113	7001	6926	0.989287	0.964221	12656	0.984531
7e9dbd77-86b9-448e-aedd-c0bc306842f1	pUC57_Cre	+	3967	7457	23	3486	26	53	3437	3401	0.989526	0.967292	6276	0.981159
08b49883-c5b0-4e99-9095-f0dbbb58259a	pUC57_Cre	-	1	3980	3457	7374	45	107	3872	3817	0.985795	0.948559	6718	0.523173
baca9dab-1b6d-466b-8caa-2ce64de2fc6b	pUC57_Cre	+	3271	7457	28	4193	52	73	4113	4055	0.985898	0.956819	7292	0.741883
fc0aa107-725e-4f7c-8f1f-94181afe8fb0	pUC57_Cre	+	1	4984	2470	7384	58	127	4856	4773	0.982908	0.946836	8344	0.657104
3151cc03-5933-4260-9d01-94b352d2ae2c	pUC57_Cre	+	1	3976	3477	7395	61	118	3857	3764	0.975888	0.932607	6286	0.520583
ed23d348-e307-4f9c-88c1-e28bca65d0f1	pUC57_Cre	+	3974	5872	22	1914	22	28	1870	1846	0.987166	0.961458	3356	0.957501
20100fc8-8f4e-42f6-b898-3f5c7add7662	pUC57_Cre	-	6327	7457	15	1137	3	11	1119	1105	0.987489	0.975287	2086	0.50542
66cac857-1587-44bf-b409-9a694a1b7daf	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ddf7e796-c3ea-42a2-ba08-ebda53b87f40	pUC57_Cre	+	1	3970	3477	7423	44	67	3902	3831	0.981804	0.954647	6836	0.525663
295ecc85-71a4-42cd-9942-8275583246c3	pUC57_Cre	+	1754	7457	25	5679	60	109	5594	5522	0.987129	0.958182	9938	0.756253
1049a4ba-6582-4f55-9f59-92eb37d99b79	pUC57_Cre	+	3974	7457	21	3470	36	70	3413	3349	0.981248	0.951691	5942	0.980465
96c6f4eb-c5e5-4035-8022-072c7314c00b	pUC57_Cre	+	657	1149	34	533	10	3	489	488	0.997955	0.972112	902	0.914019
ea1c79e7-5924-43d4-8f5b-e88a2df2d6e5	pUC57_Cre	-	2167	6342	0	4129	45	91	4084	4024	0.985309	0.953555	7160	0.982912
362ce456-0c21-4f13-9260-2527c6167bad	pUC57_Cre	+	3978	7457	25	3466	24	62	3417	3368	0.98566	0.961462	6112	0.55033
84624d61-e561-419a-9cbd-0941bc0c72ae	pUC57_Cre	-	3	3980	3443	7374	37	83	3894	3837	0.985362	0.955904	6870	0.526074
c96f97f4-7ccf-4299-908c-d8dd74438c4c	pUC57_Cre	+	1	3980	3466	7413	61	93	3886	3801	0.978127	0.940842	6542	0.523297
162ed370-3162-45e8-b552-f98c91e72c96	pUC57_Cre	+	2179	6564	26	4383	64	92	4293	4222	0.983461	0.948977	7440	0.979466
a108bf6b-c9a3-44e8-b9a9-aecb6590d769	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
a1ff1477-fb0d-4514-841b-216b78dd4ced	pUC57_Cre	-	1	3980	3459	7389	61	110	3869	3784	0.978031	0.936634	6430	0.52171
07eb52e4-da4b-4dd9-873c-58b8894d8951	pUC57_Cre	+	1001	7457	26	6437	68	113	6343	6244	0.984392	0.957082	11202	0.850724
991c7ec9-1139-4b84-83d9-6c2656abf9a2	pUC57_Cre	+	5440	7457	23	2020	23	43	1974	1947	0.986322	0.954412	3490	0.856771
6389cc9e-671e-423c-8b6c-01ba63d2a742	pUC57_Cre	-	4	3980	3448	7387	49	86	3890	3794	0.975321	0.942609	6550	0.524612
4d115230-31a9-4f75-96b7-2d09e15df9e1	pUC57_Cre	-	1561	7457	0	5825	40	111	5785	5718	0.988418	0.963275	10462	0.783982
23e81b38-d522-4849-b7d7-fc2aea0090a6	pUC57_Cre	+	1	3980	3486	7434	54	85	3894	3807	0.977658	0.943962	6596	0.522825
3e98ad76-7a82-4a88-99cb-745abc05790e	pUC57_Cre	-	3	3980	3466	7402	58	99	3878	3810	0.982465	0.944238	6582	0.522008
40a081ee-4e86-48c4-989a-8e812dc0cff1	pUC57_Cre	-	1	3980	3461	7377	43	106	3873	3819	0.986057	0.949528	6768	0.523025
97d3c9a2-210f-4fd5-b6cf-9e3fa8a8fc30	pUC57_Cre	+	1	3980	3471	7421	58	87	3892	3820	0.981501	0.946247	6670	0.52347
cead6892-637b-45a7-86e3-ac219613aff5	pUC57_Cre	+	1	3965	3482	7402	44	88	3876	3815	0.984262	0.951846	6726	0.523642
6d133377-e532-4273-98bd-9e8103b624e5	pUC57_Cre	+	6130	7457	27	1339	11	26	1301	1281	0.984627	0.957399	2304	0.600092
96823138-e7b5-46b9-9519-c9d048da5436	pUC57_Cre	+	1	5291	1078	6317	70	121	5169	5076	0.982008	0.947015	8878	0.816975
1ba84907-608f-49e9-92f7-cc8e52b99a67	pUC57_Cre	+	1	6241	1228	7373	67	162	6078	5974	0.982889	0.947202	10458	0.824359
66e4270f-b354-4f53-b23a-46b4fb34e6ff	pUC57_Cre	-	1166	4582	1	3373	32	76	3340	3264	0.977246	0.946636	5724	0.982353
021819e1-433b-45a0-b260-828bd0dd6cc5	pUC57_Cre	-	3974	7457	9	3449	32	75	3408	3361	0.986209	0.956188	6012	0.657154
ada500d9-061c-40b5-935b-de6af847a84a	pUC57_Cre	+	3974	6871	24	2903	40	58	2839	2804	0.987672	0.954716	5020	0.977954
7a33600f-6438-4dec-b854-f5f8e83dde8c	pUC57_Cre	+	2094	3253	25	1176	14	22	1137	1108	0.974494	0.944587	1928	0.966837
3a2192b3-335e-4c4c-aab1-71d7e83fef37	pUC57_Cre	-	1	3980	3435	7391	66	89	3890	3808	0.97892	0.941409	6558	0.524471
6acf832b-7bee-4232-ac0e-5b4e07961f0e	pUC57_Cre	-	1	3980	3445	7375	68	117	3862	3790	0.981357	0.936496	6466	0.521821
cf3836e9-8bfd-460e-83b8-a1da1be52cc2	pUC57_Cre	-	3	3980	3455	7362	49	119	3858	3774	0.978227	0.937407	6436	0.52234
08e59077-e0d8-4d7b-bbca-5b55e88c1eaf	pUC57_Cre	-	4137	7457	4	3286	42	80	3240	3170	0.978395	0.942891	5472	0.658938
567d6306-88b9-4792-8d30-debfd3f53c90	pUC57_Cre	-	1	3980	3431	7342	47	115	3864	3810	0.986025	0.946349	6660	0.52443
30e8edfd-9809-4cd7-bdf6-019c868c4cbc	pUC57_Cre	+	1	3980	1019	4997	97	98	3881	3818	0.983767	0.936703	6569	0.774651
f18c5789-5a48-4ef3-8eb1-1956753c5abc	pUC57_Cre	-	1	3980	3479	7417	45	86	3893	3814	0.979707	0.947813	6646	0.523042
73f5e005-8a68-4bfe-a563-69f8f14673c9	pUC57_Cre	-	1	3980	3437	7386	73	103	3876	3791	0.97807	0.935587	6378	0.522724
15f63f9d-461a-4ec2-8670-a3bb7e76b7d9	pUC57_Cre	+	1	3980	3505	7460	52	76	3903	3839	0.983602	0.952369	6822	0.523471
b193fd25-d8ef-47ce-b5d5-04fa8e16ff6c	pUC57_Cre	+	1	4092	3059	7142	84	92	3999	3927	0.981996	0.940599	6758	0.558988
a02ac98a-d5c2-4acf-9681-3ada8a4cbbc5	pUC57_Cre	+	3974	7457	20	3483	40	60	3423	3392	0.990944	0.962816	6192	0.468583
01beff74-7418-4c8d-ac26-8deafddad921	pUC57_Cre	+	1	3970	3482	7404	45	92	3877	3810	0.982719	0.949178	6666	0.523636
1effc532-b062-40c0-bd18-192a78bafc73	pUC57_Cre	+	1	3980	3497	7396	49	129	3850	3774	0.98026	0.936941	6458	0.519779
9e76033e-02df-4ef1-abf8-66f9f8e64b25	pUC57_Cre	-	1	3980	3495	7425	50	99	3880	3802	0.979897	0.943658	6558	0.520456
188a355c-cb50-40b1-9bcb-d1ba64175b4a	pUC57_Cre	+	2809	7457	23	4609	24	86	4562	4479	0.981806	0.95869	8090	0.618912
1c6194bf-394f-4273-86ca-4e48e0264c52	pUC57_Cre	+	2653	7457	29	4780	39	92	4712	4677	0.992572	0.965724	8580	0.638742
1e2214f9-29a7-4b7b-b6ef-4212968a43e6	pUC57_Cre	-	1	3980	3467	7388	34	92	3887	3776	0.971443	0.940942	6496	0.524208
1a4621aa-8ca3-4cc1-bf18-ef16d023d704	pUC57_Cre	+	1	3980	3496	7395	53	133	3846	3758	0.977119	0.932044	6407	0.519098
c0f2e982-8238-4c97-bd81-067e9ef1c681	pUC57_Cre	-	1	3980	3470	7389	48	108	3871	3783	0.977267	0.939409	6438	0.52198
aefe443b-a16a-4b8d-864e-83fa36243f9b	pUC57_Cre	-	3535	7457	0	3889	42	75	3847	3800	0.987783	0.958628	6866	0.520076
07fd742e-ccb5-4850-ac56-8d68eaddd994	pUC57_Cre	-	1696	7457	12	5694	51	130	5631	5559	0.987214	0.956469	9948	0.760022
787fc21e-3d2b-4a2c-a27b-74298a1ebcd7	pUC57_Cre	-	1	3980	3456	7384	37	88	3891	3836	0.985865	0.955179	6854	0.524889
1ebb29e4-8da0-43ea-9178-5479c5b72176	pUC57_Cre	+	1	5265	2192	7396	60	120	5144	5051	0.981921	0.948723	8870	0.695511
689f0ef3-4bac-4a5a-8191-f4d73ddad285	pUC57_Cre	-	1	2860	1531	4360	39	69	2790	2737	0.981004	0.944444	4766	0.636405
cc6bd58b-cd42-4757-9473-855b4353cb10	pUC57_Cre	-	1	3980	3453	7367	51	116	3863	3801	0.98395	0.943176	6600	0.522451
2cdaee64-c5cc-4592-a248-2445e9706e2b	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e4c362d1-c8ee-4aff-82fd-67f52efb092a	pUC57_Cre	-	1	3980	3438	7381	46	82	3897	3822	0.980754	0.949565	6716	0.526053
c00a3c06-c137-4c44-a8e6-dde44d872722	pUC57_Cre	-	1	3976	3434	7340	50	119	3856	3798	0.984959	0.943603	6582	0.523344
9a98eec8-8dab-4448-9fd4-eb4d4963eb54	pUC57_Cre	-	611	7457	4	6774	92	168	6678	6585	0.986074	0.949121	11606	0.902432
d447f051-03ff-4feb-8d58-f21792d9e94b	pUC57_Cre	-	1	3976	3463	7392	59	105	3870	3805	0.983204	0.943233	6586	0.521634
5657d223-248e-4bdc-94a2-31a2bde88860	pUC57_Cre	+	3978	7426	29	3446	31	62	3386	3330	0.983461	0.957172	5978	0.982589
c34905e5-3407-424f-a562-31315a8ea9cd	pUC57_Cre	+	5428	7457	28	2046	20	31	1998	1972	0.986987	0.962421	3570	0.505823
ef7e8ffc-47ff-4bc4-acee-672e4081744d	pUC57_Cre	-	3	3980	3442	7353	47	113	3864	3795	0.982143	0.943091	6578	0.523506
22d4d5ed-aa49-4293-9d39-353e58af9b1e	pUC57_Cre	+	1	3980	3487	7422	41	85	3894	3816	0.979969	0.949254	6676	0.523739
a42693c5-5c75-40f1-bbcc-25eb29eff2f9	pUC57_Cre	-	2	3980	3463	7426	73	88	3890	3823	0.982776	0.943718	6644	0.521727
90accf7a-eaa9-4a9a-b648-d31607433569	pUC57_Cre	-	1	3980	3464	7375	40	108	3871	3815	0.985533	0.949241	6710	0.522896
928c0e24-4114-4dc4-8d66-4223252f700e	pUC57_Cre	-	1	2436	853	3255	18	51	2384	2338	0.980705	0.953119	4166	0.725944
cf37618f-f0f3-4eb4-bd3e-b558c1d41178	pUC57_Cre	+	1	3970	3473	7400	57	99	3870	3806	0.983463	0.945355	6608	0.522973
41807474-1d36-4b0f-a7e7-06c9e8859a53	pUC57_Cre	-	4	3980	3447	7319	56	160	3816	3749	0.982442	0.929812	6383	0.519537
1a463389-d90e-4f19-ba95-a3b9ad39ec3a	pUC57_Cre	+	3	5633	1830	7382	78	156	5474	5375	0.981915	0.941661	9286	0.741533
a6a33a0d-a249-46f5-bf37-86c7c161b4a1	pUC57_Cre	+	1	3980	3481	7382	46	124	3855	3764	0.976394	0.935155	6428	0.521298
2054a44a-c590-4ed9-9985-d36dd1d157e8	pUC57_Cre	+	3956	7457	29	3500	31	61	3440	3399	0.988081	0.962344	6158	0.612536
5cf5320b-63b7-4715-a9a9-d5d7651985a5	pUC57_Cre	-	3749	7457	0	3707	49	50	3658	3614	0.987972	0.961938	6606	0.543375
8c6eda90-b9fb-44ea-80f1-24bbb2b7638d	pUC57_Cre	+	1402	5338	27	3915	22	70	3866	3836	0.99224	0.969176	7116	0.983965
6559038f-f6fc-4cc0-b1af-697b4465f1c2	pUC57_Cre	+	1	3980	3476	7421	54	88	3891	3807	0.978412	0.943962	6614	0.523406
385b425c-9d23-4ae3-961d-0106690ac324	pUC57_Cre	+	2996	7258	27	5596	1383	76	4186	4099	0.979216	0.726129	5879	0.748034
a6ed01e3-21a4-421e-9f18-1e5c81122a82	pUC57_Cre	-	2106	7457	4	5322	65	98	5253	5166	0.983438	0.95384	9218	0.707951
c4bf9596-14f6-40df-88cb-c3474a8e42bc	pUC57_Cre	+	3974	7457	23	3492	36	50	3433	3370	0.981649	0.957658	6076	0.827827
f0e5cc72-05dd-4ab6-b26c-22b937a8092f	pUC57_Cre	-	1	3976	3447	7341	45	126	3849	3769	0.979215	0.937562	6436	0.522323
60e9f006-cb24-41fa-9630-5a91643734c6	pUC57_Cre	-	5308	6061	11	766	11	9	744	733	0.985215	0.959424	1326	0.937028
f6ec8bc7-31a9-4d58-911d-42b3cb9734e6	pUC57_Cre	+	1246	1438	26	219	3	2	190	189	0.994737	0.969231	352	0.781893
3e61f500-844a-4cb2-ba86-19dc29aa67c8	pUC57_Cre	-	1	2165	714	2818	29	89	2075	2038	0.982169	0.929321	3467	0.72935
ceb4a7a7-a498-48f3-b02a-0d5b750158ea	pUC57_Cre	+	3782	4059	32	304	2	7	270	267	0.988889	0.956989	480	0.84375
c98a91ee-2eb3-449a-a897-18d111652e23	pUC57_Cre	+	1	3980	3466	7386	48	107	3872	3797	0.98063	0.942886	6536	0.523455
deff8b44-6b01-4db9-a6b1-58894b0aec4b	pUC57_Cre	-	2792	4967	0	2156	22	41	2134	2096	0.982193	0.954028	3730	0.977106
00caebf6-18a8-4026-a5b1-b37442e4950f	pUC57_Cre	-	4102	7457	13	3334	42	76	3279	3228	0.984446	0.95025	5700	0.77008
0ab053a6-0ce8-4584-9f3e-225b387769ee	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1ae22c3d-951b-45f3-8b71-33ae8bc4f86a	pUC57_Cre	+	5371	7018	25	1648	5	29	1618	1586	0.980223	0.960048	2872	0.981796
10d1d690-760b-47e8-b461-5995e498bbec	pUC57_Cre	-	1	3980	3432	7330	49	130	3849	3795	0.98597	0.942155	6612	0.523389
e4a23d74-a3da-42ea-ab29-43e3c1171db0	pUC57_Cre	-	3431	5521	0	2076	28	42	2048	2015	0.983887	0.951369	3578	0.982254
f6a54813-3c3c-499e-8e05-532b8ff8ced2	pUC57_Cre	+	3531	4889	28	1378	15	23	1335	1322	0.990262	0.962855	2404	0.968795
25b41645-975e-4d5e-b882-351591af8825	pUC57_Cre	-	6658	7456	14	812	5	5	793	790	0.996217	0.983811	1524	0.70053
dbe966a1-2ddf-41c9-bfc2-86e993e26014	pUC57_Cre	+	165	929	25	777	9	21	743	732	0.985195	0.94696	1276	0.956242
5efe3598-e4ee-42cb-aba8-d258bd152214	pUC57_Cre	+	2	2411	880	3245	20	64	2345	2319	0.988913	0.954714	4122	0.719546
3ffba189-290b-4304-8f9d-9c9a9eaa9538	pUC57_Cre	-	1	3980	3415	7342	69	121	3858	3775	0.978486	0.932559	6374	0.523545
3d6362cc-d1fe-48db-b44d-f57695f242a5	pUC57_Cre	-	5112	7153	17	2028	17	47	1994	1966	0.985958	0.955296	3508	0.970316
b4fe29b0-a0f4-407a-9cf4-1c71804f5446	pUC57_Cre	-	2686	7454	12	4722	48	106	4662	4589	0.984342	0.952865	8170	0.845024
